date,bar_idx,direction,is_multi,et_end,entry_price,delta,volume,body_ratio,vol_ratio,mfe,mae,bars_to_mfe,sl8_tp10,sl8_tp10_pnl,paradigm,lis_val,lis_dist,dd_dir,svb_val,paradigm_aligned,dd_aligned,charm_aligned
2026-03-19,451,bullish,True,12:54:55,6631.5,-616,11674,0.21428571428571427,1.96229379418696,8.0,15.25,26.0,LOSS,-8.0,BOFA-PURE,6584.0,47.5,neutral,-0.47,False,False,True
2026-03-19,480,bearish,True,14:06:23,6632.0,649,9059,0.13043478260869565,1.0475443815578922,8.0,36.5,16.0,LOSS,-8.0,BOFA-PURE,6565.0,67.0,neutral,-0.58,False,False,False
2026-03-19,494,bullish,True,14:38:37,6631.5,-637,9683,0.2727272727272727,0.9612592995826529,60.5,7.5,28.0,WIN,10.0,BOFA-PURE,6568.0,63.5,neutral,-0.77,False,False,True
2026-03-19,512,bearish,False,15:03:48,6666.0,356,6356,0.4,1.313128182879337,6.5,26.0,2.0,LOSS,-8.0,BOFA-PURE,6565.0,101.0,neutral,-0.97,False,False,True
2026-03-19,530,bearish,False,15:08:41,6685.25,317,3679,0.35,1.0561217166642745,16.5,3.25,18.0,WIN,10.0,BOFA-PURE,6563.0,122.25,neutral,-1.27,False,False,True
2026-03-19,552,bearish,True,15:16:12,6680.25,917,7433,0.17391304347826086,1.888289754807203,28.75,3.5,27.0,WIN,10.0,BOFA-PURE,6561.0,119.25,neutral,-1.31,False,False,True
2026-03-19,566,bullish,True,15:26:23,6663.25,-674,6364,0.34285714285714286,1.128849046756516,6.0,11.75,10.0,LOSS,-8.0,AG-LIS,6671.0,7.75,neutral,-1.13,False,False,False
2026-03-19,572,bearish,False,15:31:58,6665.75,421,3511,0.3,1.0324193192678086,14.25,3.5,7.0,WIN,10.0,BOFA-PURE,6569.0,96.75,neutral,-0.88,False,False,True
2026-03-19,579,bullish,True,15:36:40,6656.5,-919,6457,0.35294117647058826,1.7854158340297204,12.0,0.75,8.0,WIN,10.0,BOFA-PURE,6607.0,49.5,neutral,-0.95,False,False,False
2026-03-19,584,bearish,False,15:41:27,6661.75,339,4723,0.6,1.603789602363408,4.75,6.75,7.0,EXPIRED,-0.5,BOFA-PURE,6605.0,56.75,neutral,-0.95,False,False,True
2026-03-19,591,bullish,False,15:52:41,6662.0,-556,10256,0.6,3.1298828125,2.5,4.75,7.0,EXPIRED,0.25,AG-LIS,6674.0,12.0,neutral,-0.95,False,False,False
2026-03-20,196,bearish,False,09:42:07,6627.75,429,3559,0.35,0.914404634970389,27.75,15.25,28.0,LOSS,-8.0,GEX-LIS,6574.0,53.75,neutral,0.33,False,False,True
2026-03-20,214,bullish,False,09:52:20,6620.75,-433,3217,0.75,1.0068384895857785,2.25,30.5,4.0,LOSS,-8.0,GEX-LIS,6576.0,44.75,neutral,0.27,True,False,False
2026-03-20,224,bullish,False,10:02:39,6605.0,-306,6888,0.5,1.6517193419979859,8.75,14.75,7.0,LOSS,-8.0,GEX-LIS,6555.0,50.0,neutral,0.95,True,False,False
2026-03-20,230,bearish,False,10:07:01,6612.75,448,8154,0.4,1.806640300442022,22.5,1.0,9.0,WIN,10.0,GEX-LIS,6555.0,57.75,neutral,0.95,False,False,True
2026-03-20,237,bullish,False,10:12:55,6596.0,-859,6867,0.35,1.4195495560677631,15.0,8.0,15.0,WIN,10.0,GEX-LIS,6555.0,41.0,neutral,0.99,True,False,False
2026-03-20,241,bearish,False,10:18:39,6596.0,496,8980,0.55,1.7807743790590451,8.5,15.0,27.0,LOSS,-8.0,GEX-LIS,6540.0,56.0,neutral,1.52,False,False,True
2026-03-20,265,bullish,False,10:53:38,6597.25,-465,4295,0.35,0.8530457407297067,11.25,9.75,22.0,LOSS,-8.0,GEX-LIS,6550.0,47.25,neutral,1.13,True,False,False
2026-03-20,280,bullish,False,11:05:11,6597.5,-336,4558,0.25,1.1833582137989225,20.25,7.0,18.0,WIN,10.0,GEX-LIS,6545.0,52.5,neutral,1.15,True,False,False
2026-03-20,286,bearish,False,11:14:33,6607.75,442,4446,0.35,1.1799989383725251,17.25,10.0,22.0,WIN,10.0,GEX-LIS,6545.0,62.75,neutral,1.02,False,False,True
2026-03-20,312,bearish,True,11:35:45,6598.25,720,8822,0.2916666666666667,1.700466591442774,2.5,17.75,3.0,LOSS,-8.0,GEX-LIS,6540.0,58.25,neutral,0.88,False,False,True
2026-03-20,322,bearish,True,11:50:44,6598.75,1049,8111,0.3548387096774194,1.7520289370497584,3.5,17.25,21.0,LOSS,-8.0,GEX-LIS,6550.0,48.75,neutral,0.81,False,False,True
2026-03-20,337,bearish,True,12:22:13,6611.0,777,10331,0.23333333333333334,1.6454272863568216,17.75,4.5,26.0,WIN,10.0,BOFA-PURE,6555.0,56.0,neutral,0.48,False,False,True
2026-03-20,346,bullish,True,12:36:52,6603.0,-606,4860,0.125,0.472109330581819,6.75,20.5,9.0,LOSS,-8.0,BOFA-PURE,6550.0,53.0,neutral,0.73,False,False,False
2026-03-20,370,bearish,False,13:25:44,6598.25,491,6787,0.65,1.610832235631979,35.75,1.75,26.0,WIN,10.0,GEX-LIS,6545.0,53.25,neutral,0.79,False,False,True
2026-03-20,376,bullish,False,13:39:01,6587.5,-391,7845,0.6,1.700370635281878,5.75,33.5,2.0,LOSS,-8.0,GEX-LIS,6540.0,47.5,neutral,1.01,True,False,False
2026-03-20,380,bearish,False,13:47:52,6582.5,590,4300,0.3,0.8686693198117209,30.25,10.5,29.0,LOSS,-8.0,GEX-LIS,6539.0,43.5,neutral,1.08,False,False,True
2026-03-20,392,bullish,True,14:21:38,6578.75,-795,5509,0.125,0.8020749415440237,0.75,36.25,1.0,LOSS,-8.0,GEX-LIS,6530.0,48.75,neutral,1.3,True,False,False
2026-03-20,399,bearish,True,14:28:19,6569.25,601,14171,0.1,0.4990642545227698,45.5,1.25,28.0,WIN,10.0,GEX-LIS,6511.0,58.25,neutral,2.08,False,False,False
2026-03-20,406,bullish,False,14:48:54,6554.0,-356,4552,0.35,0.7921067743226547,8.5,30.25,5.0,LOSS,-8.0,GEX-LIS,6500.0,54.0,neutral,2.42,True,False,True
2026-03-20,411,bearish,False,15:04:39,6557.5,458,13416,0.6,2.3021286453373144,33.75,0.75,16.0,WIN,10.0,GEX-LIS,6495.0,62.5,neutral,2.36,False,False,False
2026-03-20,421,bearish,True,15:31:18,6545.5,650,13212,0.55,0.21660277679348,21.75,15.5,6.0,WIN,10.0,GEX-LIS,6490.0,55.5,neutral,2.76,False,False,False
2026-03-20,432,bearish,False,15:45:40,6542.0,320,8454,0.45,1.1637575023401796,7.25,19.0,6.0,LOSS,-8.0,BofA-LIS,6479.0,63.0,neutral,3.24,False,False,False
2026-03-23,1202,bearish,False,09:42:25,6665.5,520,3664,0.4,2.258313045086135,13.75,8.5,22.0,LOSS,-8.0,BOFA-PURE,6573.0,92.5,neutral,-1.07,False,False,True
2026-03-23,1237,bullish,True,09:54:48,6674.25,-636,9222,0.15384615384615385,3.4735124278182274,11.5,10.75,17.0,LOSS,-8.0,GEX-LIS,6606.0,68.25,neutral,-1.42,True,False,False
2026-03-23,1274,bearish,False,10:13:50,6680.0,537,3827,0.3,1.7974308996547916,6.0,21.5,3.0,LOSS,-8.0,AG-LIS,6840.0,160.0,neutral,-1.22,True,False,True
2026-03-23,1290,bullish,True,10:29:33,6688.75,-696,6660,0.23809523809523808,1.0420645849064984,14.0,11.25,30.0,LOSS,-8.0,AG-LIS,6848.0,159.25,neutral,-1.6,False,False,True
2026-03-23,1321,bearish,True,11:04:10,6699.75,1030,12942,0.17857142857142858,3.079168044827519,41.25,5.0,29.0,WIN,10.0,AG-LIS,6665.0,34.75,neutral,-1.04,True,False,False
2026-03-23,1328,bullish,False,11:16:47,6695.5,-606,6904,0.35,1.7151090574849703,4.0,52.25,7.0,LOSS,-8.0,AG-PURE,6667.0,28.5,neutral,-1.35,False,False,True
2026-03-23,1338,bullish,True,11:30:11,6690.25,-848,12048,0.041666666666666664,1.4418374531407585,1.5,54.75,1.0,LOSS,-8.0,AG-PURE,6670.0,20.25,neutral,-1.37,False,False,True
2026-03-23,1356,bullish,False,11:55:44,6648.25,-2226,6148,0.35,1.548517095900762,9.5,15.75,1.0,LOSS,-8.0,AG-LIS,6669.0,20.75,neutral,-0.64,False,False,True
2026-03-23,1376,bearish,True,12:09:08,6646.5,741,8601,0.0,1.2757544224765869,30.5,4.0,20.0,WIN,10.0,AG-LIS,6606.0,40.5,neutral,-0.02,True,False,True
2026-03-23,1379,bullish,True,12:14:21,6645.25,-603,6533,0.03333333333333333,1.0500584917849598,4.5,29.25,1.0,LOSS,-8.0,SIDIAL-EXTREME,6592.0,53.25,neutral,-0.21,False,False,False
2026-03-23,1392,bullish,True,12:25:48,6630.5,-1447,4937,0.047619047619047616,0.4980345690157799,14.25,14.5,23.0,LOSS,-8.0,SIDIAL-EXTREME,6563.0,67.5,neutral,-0.09,False,False,False
2026-03-23,1412,bearish,True,12:47:21,6640.0,627,6825,0.21052631578947367,0.834358063487726,16.75,4.75,23.0,WIN,10.0,AG-LIS,6650.0,10.0,neutral,-0.12,True,False,False
2026-03-23,1480,bearish,True,14:35:50,6666.75,1437,7249,0.10344827586206896,1.3708842410436943,35.0,7.5,22.0,WIN,10.0,AG-PURE,6625.0,41.75,neutral,-0.55,True,False,False
2026-03-23,1494,bullish,False,15:26:30,6650.0,-432,9678,0.4,2.4320860452843465,6.75,18.25,3.0,LOSS,-8.0,AG-PURE,6615.0,35.0,neutral,-0.29,False,False,True
2026-03-24,357,bullish,True,09:52:24,6578.5,-708,6448,0.2571428571428571,0.8159926960094344,32.0,1.75,19.0,WIN,10.0,AG-TARGET,6536.0,42.5,neutral,1.06,False,False,False
2026-03-24,370,bearish,False,10:04:56,6598.75,526,8758,0.3,2.938926174496644,8.0,11.75,13.0,LOSS,-8.0,AG-TARGET,6560.0,38.75,neutral,0.77,True,False,True
2026-03-24,372,bullish,False,10:06:11,6596.0,-393,3319,0.25,1.0299456943366951,14.5,5.25,4.0,WIN,10.0,AG-TARGET,6560.0,36.0,neutral,0.77,False,False,False
2026-03-24,422,bullish,False,10:49:19,6607.25,-312,7090,0.35,2.1602023094969685,28.0,10.0,15.0,LOSS,-8.0,AG-TARGET,6579.0,28.25,neutral,0.06,False,False,False
2026-03-24,458,bullish,True,10:58:47,6622.75,-807,5923,0.36363636363636365,1.0108487555839183,11.75,23.25,28.0,LOSS,-8.0,AG-PURE,6614.0,8.75,neutral,0.19,False,False,True
2026-03-24,472,bearish,False,11:01:00,6623.75,327,4939,0.45,2.3528571088297645,4.0,22.25,8.0,LOSS,-8.0,AG-PURE,6614.0,9.75,neutral,0.19,True,False,False
2026-03-24,492,bearish,False,11:27:01,6638.75,1764,8684,0.7,2.4427223245805263,20.75,7.25,17.0,WIN,10.0,AG-PURE,6627.0,11.75,neutral,-0.02,True,False,False
2026-03-24,523,bullish,False,12:37:48,6621.0,-391,7059,0.35,1.3264558317830768,12.0,20.5,6.0,WIN,10.0,AG-PURE,6615.0,6.0,neutral,0.13,False,False,True
2026-03-24,589,bearish,False,13:59:25,6613.75,688,7210,0.2,2.189027537419923,6.5,28.0,9.0,LOSS,-8.0,AG-PURE,6605.0,8.75,neutral,0.85,True,False,False
2026-03-24,609,bullish,False,14:35:55,6629.25,-1371,7849,0.55,1.9444100379022469,12.5,14.5,4.0,WIN,10.0,AG-PURE,6599.0,30.25,neutral,0.59,False,False,True
2026-03-24,613,bearish,False,14:41:03,6636.75,311,9511,0.3,2.193799880057204,26.25,1.25,29.0,WIN,10.0,AG-PURE,6596.0,40.75,neutral,0.59,True,False,False
2026-03-24,619,bullish,False,14:44:55,6629.75,-529,5257,0.1,1.2190427604118357,3.25,29.5,5.0,LOSS,-8.0,AG-PURE,6596.0,33.75,neutral,0.32,False,False,True
2026-03-24,629,bullish,True,15:04:55,6626.5,-700,10448,0.22727272727272727,1.8761356575970367,5.75,26.25,2.0,LOSS,-8.0,AG-PURE,6587.0,39.5,neutral,0.55,False,False,True
2026-03-24,646,bullish,False,15:50:00,6611.5,-396,8874,0.55,1.7237259986597129,0.0,11.25,1.0,LOSS,-8.0,AG-PURE,6576.0,35.5,neutral,0.46,False,False,True
2026-03-25,250,bearish,False,09:58:27,6648.75,481,7881,0.15,1.6018129897053892,17.5,12.0,5.0,WIN,10.0,SIDIAL-MESSY,6589.0,59.75,neutral,-0.2,False,False,False
2026-03-25,262,bearish,False,10:04:58,6644.75,439,4577,0.25,1.0319831347305053,6.25,18.5,4.0,LOSS,-8.0,AG-TARGET,6596.0,48.75,neutral,-0.27,True,False,False
2026-03-25,276,bearish,True,10:19:26,6652.75,765,18899,0.08333333333333333,2.3977706729034747,6.25,14.75,6.0,LOSS,-8.0,SIDIAL-MESSY,6598.0,54.75,neutral,-1.1,False,False,False
2026-03-25,306,bullish,False,10:59:22,6661.25,-872,15962,0.25,3.955444869841034,4.25,44.75,3.0,LOSS,-8.0,SIDIAL-MESSY,6610.0,51.25,neutral,-1.09,False,False,True
2026-03-25,334,bearish,False,11:22:26,6637.25,359,3923,0.4,0.8656126918282013,2.5,20.25,1.0,LOSS,-8.0,AG-PURE,6615.0,22.25,neutral,-0.63,True,False,False
2026-03-25,345,bearish,True,11:35:23,6652.25,738,9004,0.047619047619047616,1.3695972023796832,17.75,1.25,21.0,WIN,10.0,AG-TARGET,6618.0,34.25,neutral,-0.94,True,False,False
2026-03-25,365,bearish,False,12:05:11,6637.75,616,7150,0.75,1.6563962377797339,3.25,20.5,1.0,LOSS,-8.0,AG-PURE,6604.0,33.75,neutral,-0.6,True,False,False
2026-03-25,381,bearish,False,12:26:50,6652.5,308,4156,0.35,1.0284837536192433,8.5,6.0,26.0,EXPIRED,-2.75,AG-PURE,6610.0,42.5,neutral,-0.42,True,False,False
2026-03-25,388,bullish,False,12:43:05,6652.0,-448,9134,0.25,1.937509280274908,11.75,8.0,30.0,LOSS,-8.0,AG-PURE,6615.0,37.0,neutral,-0.74,False,False,True
2026-03-25,414,bearish,False,13:30:14,6653.5,623,8115,0.3,2.4939303604904883,8.5,16.0,30.0,LOSS,-8.0,AG-PURE,6624.0,29.5,neutral,-0.84,True,False,False
2026-03-25,424,bullish,False,13:50:27,6654.0,-473,4367,0.3,0.9313981636505179,9.25,23.5,9.0,LOSS,-8.0,AG-PURE,6625.0,29.0,neutral,-1.04,False,False,True
2026-03-25,462,bullish,False,15:40:35,6637.5,-304,9122,0.5,1.162556553877525,8.0,2.75,8.0,EXPIRED,4.25,AG-TARGET,6590.0,47.5,neutral,-0.86,False,False,True
2026-03-26,195,bullish,True,09:47:48,6608.0,-916,10972,0.4782608695652174,1.2538760087890426,13.25,7.0,27.0,WIN,10.0,BofA-LIS,6552.0,56.0,neutral,1.07,False,False,False
2026-03-26,222,bearish,False,10:07:32,6616.25,471,3431,0.15,0.923167991820371,14.0,5.75,29.0,WIN,10.0,SIDIAL-EXTREME,6564.0,52.25,neutral,0.62,False,False,True
2026-03-26,225,bullish,True,10:12:14,6611.75,-1354,13036,0.2857142857142857,0.6749937368025483,10.25,10.5,4.0,WIN,10.0,SIDIAL-EXTREME,6560.0,51.75,neutral,0.78,False,False,False
2026-03-26,243,bullish,True,10:39:25,6612.5,-907,8643,0.04,1.1900578630496406,9.5,31.75,4.0,LOSS,-8.0,SIDIAL-EXTREME,6567.0,45.5,neutral,0.49,False,False,False
2026-03-26,274,bearish,True,10:59:37,6592.0,680,16690,0.16,0.753339121540456,10.75,10.0,23.0,LOSS,-8.0,BofA-LIS,6471.0,121.0,neutral,0.92,False,False,True
2026-03-26,318,bullish,True,12:18:08,6575.5,-990,11282,0.2,0.9720247883973948,6.75,39.5,2.0,LOSS,-8.0,AG-LIS,6556.0,19.5,neutral,0.86,False,False,True
2026-03-26,325,bearish,False,12:28:49,6565.25,645,7987,0.55,1.5258964904571766,29.25,7.75,22.0,WIN,10.0,BofA-LIS,6463.0,102.25,neutral,1.0,False,False,True
2026-03-26,332,bullish,False,12:52:05,6566.25,-586,10834,0.45,1.8997685347548572,6.75,35.75,2.0,LOSS,-8.0,BofA-LIS,6460.0,106.25,neutral,1.15,False,False,False
2026-03-26,340,bearish,False,13:31:31,6555.0,476,7002,0.3,0.8460966812274565,34.0,7.75,30.0,WIN,10.0,BofA-LIS,6506.0,49.0,neutral,1.41,False,False,True
2026-03-26,348,bullish,False,14:01:44,6544.25,-548,7040,0.65,0.8291522389465997,4.25,24.0,11.0,LOSS,-8.0,BofA-LIS,6457.0,87.25,neutral,1.68,False,False,False
2026-03-26,354,bearish,False,14:30:50,6541.25,343,9383,0.4,1.096087238404523,21.0,7.25,18.0,WIN,10.0,BofA-LIS,6455.0,86.25,neutral,1.52,False,False,True
2026-03-26,364,bearish,True,15:22:33,6533.75,854,20676,0.3939393939393939,1.758631562352199,13.5,1.75,8.0,WIN,10.0,BOFA-PURE,6449.0,84.75,neutral,1.43,False,False,True
2026-03-26,367,bullish,False,15:35:42,6531.0,-613,12581,0.3,1.3904499814879285,2.0,10.75,1.0,LOSS,-8.0,BofA-LIS,6486.0,45.0,neutral,1.47,False,False,False
2026-03-27,194,bearish,False,09:48:40,6493.0,389,6649,0.3,1.5536861782918565,39.0,0.5,12.0,WIN,10.0,BOFA-MESSY,6419.0,74.0,neutral,1.36,False,False,False
2026-03-27,205,bearish,False,09:58:37,6456.25,311,9493,0.5,2.430799170358231,2.25,20.75,1.0,LOSS,-8.0,BOFA-MESSY,6416.0,40.25,neutral,1.33,False,False,False
2026-03-27,215,bearish,False,10:03:35,6461.5,380,4498,0.7,1.217716173046727,6.25,15.5,6.0,LOSS,-8.0,BofA-LIS,6413.0,48.5,neutral,1.71,False,False,False
2026-03-27,218,bullish,False,10:07:47,6463.25,-370,4856,0.5,1.1975191427972527,13.75,8.0,15.0,LOSS,-8.0,GEX-LIS,6408.0,55.25,neutral,1.41,True,False,True
2026-03-27,243,bullish,True,10:31:31,6463.75,-717,16135,0.0,2.903649942147891,17.5,12.0,27.0,LOSS,-8.0,GEX-LIS,6397.0,66.75,neutral,1.35,True,False,True
2026-03-27,254,bullish,True,10:46:48,6456.75,-879,4903,0.045454545454545456,0.5165729671781703,24.5,1.0,16.0,WIN,10.0,GEX-LIS,6391.0,65.75,neutral,1.33,True,False,True
2026-03-27,259,bearish,True,10:51:57,6469.25,886,10384,0.3,1.3361410264123699,11.5,14.5,20.0,LOSS,-8.0,GEX-LIS,6390.0,79.25,neutral,1.27,False,False,False
2026-03-27,270,bearish,True,11:06:35,6476.25,951,11399,0.13333333333333333,0.777504723563481,18.5,14.0,9.0,WIN,10.0,GEX-LIS,6390.0,86.25,neutral,0.89,False,False,False
2026-03-27,279,bullish,True,11:22:16,6462.75,-629,17271,0.09090909090909091,0.8525646252956047,27.5,1.25,19.0,WIN,10.0,GEX-LIS,6384.0,78.75,neutral,0.84,True,False,True
2026-03-27,298,bearish,False,11:37:37,6485.25,535,3695,0.5,0.8350282485875706,36.5,1.5,25.0,WIN,10.0,GEX-LIS,6382.0,103.25,neutral,0.41,False,False,False
2026-03-27,316,bearish,True,12:16:56,6459.25,603,16441,0.034482758620689655,1.8578199052132702,23.25,8.75,30.0,WIN,10.0,GEX-LIS,6373.0,86.25,neutral,0.83,False,False,False
2026-03-27,320,bullish,True,12:30:10,6459.0,-1287,15545,0.045454545454545456,1.6537358029302411,9.0,27.5,18.0,LOSS,-8.0,GEX-LIS,6373.0,86.0,neutral,0.87,True,False,True
2026-03-27,328,bearish,True,12:50:47,6459.75,1194,11408,0.2608695652173913,0.4610884666946525,40.5,8.25,27.0,WIN,10.0,GEX-LIS,6377.0,82.75,neutral,1.02,False,False,False
2026-03-27,332,bullish,True,13:05:12,6454.5,-988,17228,0.0,1.6987706631728596,13.5,35.25,6.0,WIN,10.0,GEX-LIS,6374.0,80.5,neutral,0.89,True,False,True
2026-03-27,347,bullish,True,13:34:23,6439.0,-889,28049,0.25,4.035194283162126,1.5,26.5,1.0,LOSS,-8.0,GEX-LIS,6366.0,73.0,neutral,1.26,True,False,True
2026-03-27,348,bearish,False,13:41:02,6435.5,516,12072,0.7,1.9081037507705438,23.0,1.0,25.0,WIN,10.0,GEX-LIS,6364.0,71.5,neutral,1.29,False,False,False
2026-03-27,358,bearish,False,14:24:09,6426.5,406,11820,0.65,1.2135461316933691,28.25,8.75,28.0,LOSS,-8.0,GEX-LIS,6355.0,71.5,neutral,1.93,False,False,False
2026-03-27,373,bullish,True,15:12:19,6417.5,-851,29953,0.3,2.3720313580816232,6.25,19.25,2.0,LOSS,-8.0,GEX-LIS,6340.0,77.5,neutral,2.12,True,False,True
2026-03-27,375,bearish,False,15:20:32,6418.75,445,9897,0.45,1.0179637639048171,20.5,2.0,11.0,WIN,10.0,GEX-LIS,6340.0,78.75,neutral,,False,False,False
