trade_date,time_et_str,direction,bar_idx,close,delta,outcome,pnl,bars_held,max_fav,is_swing_high,is_swing_low,bars_since_swing_high,bars_since_swing_low,cvd_price_div_5,cvd_price_div_8,price_trend_5,price_trend_8,trend_consistency_5,trend_bars,delta_cluster_len,delta_cluster_sum,delta_zscore,delta_percentile,vol_rate_zscore,is_volume_climax,is_at_extreme_10,is_at_extreme_20,bar_position_in_range_20,body_ratio,trend_reversal_score,paradigm,lis,svb,lis_dist
2026-03-12,10:37,BULL,252,6689.5,-1097,WIN,23.75,15,31.75,0.0,0.0,2.0,4.0,-0.49042772177337335,-1.7278249620338602,-2.75,-12.25,0.6,2.0,1.0,-1097.0,-1.6651185893107643,0.9666666666666667,3.0187544524158043,1.0,-1.0,-1.0,0.0,0.95,0.7071789946634003,AG-PURE,6782.0,1.72,92.5
2026-03-12,11:39,BEAR,309,6706.25,627,LOSS,-7.5,2,0.5,0.0,0.0,7.0,4.0,0.0,0.0,15.0,7.75,0.8,4.0,4.0,1657.0,1.445246944594318,0.8333333333333334,17.573496419434452,1.0,1.0,1.0,1.0,0.95,0.6263497963062878,AG-PURE,6788.0,1.59,81.75
2026-03-12,11:42,BEAR,320,6716.5,1375,WIN,8.0,13,16.0,0.0,0.0,8.0,3.0,0.0,0.0,7.75,5.75,0.8,3.0,4.0,2280.0,3.0313815741998518,1.0,0.15913767879516427,0.0,1.0,1.0,1.0,0.75,0.5800000000000001,AG-PURE,6789.0,1.7,72.5
2026-03-12,12:07,BULL,353,6701.25,-421,LOSS,-7.25,2,0.75,0.0,0.0,3.0,5.0,0.0,0.0,-10.25,-5.25,0.6,3.0,3.0,-1154.0,-1.9457708377119183,0.8,3.947428110095788,1.0,-1.0,-1.0,0.0,1.0,0.5897180558474612,AG-LIS,6795.0,0.85,93.75
2026-03-12,12:20,BEAR,365,6717.0,793,LOSS,-8.0,2,0.0,0.0,0.0,15.0,1.0,0.0,0.0,8.0,17.75,0.8,1.0,10.0,3107.0,2.1086955389872575,1.0,0.33689089227858304,0.0,1.0,0.0,0.9230769230769231,0.8,0.5505797025991506,AG-LIS,6791.0,1.32,74.0
2026-03-12,12:26,BULL,374,6702.5,-902,WIN,8.25,11,16.25,0.0,0.0,6.0,10.0,0.0,0.0,-18.0,-19.5,1.0,6.0,7.0,-2113.0,-2.2601508873729794,0.9666666666666667,0.23634850956535686,0.0,-1.0,0.0,0.2620689655172414,0.6,0.6006767258248653,AG-LIS,6794.0,1.06,91.5
2026-03-12,13:04,BEAR,401,6713.25,1331,WIN,9.25,9,17.25,0.0,0.0,8.0,6.0,0.0,0.0,14.0,9.75,0.8,4.0,2.0,1335.0,3.523144310278482,1.0,8.419760065479593,1.0,1.0,0.0,0.7555555555555555,0.95,0.6699999999999999,AG-LIS,6790.0,0.95,76.75
2026-03-12,14:41,BULL,451,6690.75,-1464,LOSS,-0.75,3,7.25,0.0,0.0,4.0,6.0,0.0,0.0,-10.25,-8.0,0.6,1.0,5.0,-2596.0,-3.6425699943020593,1.0,-1.4308877135253222,0.0,-1.0,-1.0,0.0,0.15,0.5700000000000001,BOFA-PURE,,1.18,
2026-03-12,15:56,BULL,485,6674.75,-6924,EXPIRED,0.0,0,0.0,0.0,0.0,2.0,4.0,0.0,0.0,-9.25,-12.25,0.6,2.0,3.0,-7858.0,-17.643482201922602,1.0,5.657097703975812,1.0,-1.0,-1.0,0.0,0.7,0.6599999999999999,AG-PURE,6683.0,1.59,8.25
2026-03-13,12:36,BEAR,363,6664.5,339,WIN,10.25,9,18.25,0.0,0.0,4.0,3.0,0.8717935921748676,1.5957796852646637,5.75,9.5,0.6,1.0,3.0,480.0,1.3331543618309971,0.7666666666666667,0.7375213871419128,0.0,1.0,1.0,1.0,0.85,0.5988769574553998,BofA-LIS,,-0.67,
2026-03-13,13:12,BEAR,387,6660.25,734,WIN,0.5,8,8.5,0.0,0.0,12.0,2.0,0.0,0.0,10.25,11.75,0.8,2.0,3.0,1202.0,3.3041530071049756,1.0,-0.2415485699161328,0.0,1.0,0.0,0.8133333333333334,0.75,0.55,BOFA-MESSY,,-0.54,
2026-03-13,13:49,BULL,409,6636.75,-401,WIN,6.25,11,14.25,0.0,0.0,7.0,6.0,0.0,0.0,-14.0,-19.5,0.8,3.0,4.0,-1508.0,-1.5778293244628674,0.8666666666666667,2.408032700048688,1.0,-1.0,-1.0,0.0,1.0,0.6351886216308579,GEX-LIS,6646.0,-0.54,9.25
2026-03-13,15:33,BULL,445,6634.5,-1012,LOSS,-7.0,2,1.0,0.0,0.0,1.0,9.0,0.0,0.0,-12.75,-14.25,0.8,1.0,6.0,-2651.0,-3.677695153897467,1.0,-0.7573321945421063,0.0,-1.0,-1.0,0.0,0.85,0.6100000000000001,BOFA-PURE,,-0.44,
2026-03-16,10:38,BULL,256,6696.5,388,LOSS,-3.25,5,4.75,0.0,0.0,10.0,14.0,-0.7759048844106192,0.0,-9.25,-20.5,0.8,3.0,1.0,388.0,1.824896919338464,0.8666666666666667,0.15382225825471707,0.0,-1.0,-1.0,0.0,0.25,0.6116597946225644,BOFA-PURE,,-1.91,
2026-03-16,11:57,BULL,292,6700.25,-709,LOSS,-3.0,15,5.0,0.0,0.0,1.0,8.0,0.0,0.0,-6.75,-15.5,0.8,1.0,2.0,-1006.0,-3.0628129588724073,1.0,7.586164371591125,1.0,-1.0,0.0,0.03614457831325301,0.85,0.6699999999999999,AG-PURE,6715.0,-2.46,14.75
2026-03-16,12:21,BULL,308,6690.5,-494,LOSS,-3.75,3,4.25,0.0,0.0,8.0,7.0,0.0,0.0,-13.5,-9.75,0.6,2.0,5.0,-1212.0,-1.964479349195142,0.9333333333333333,2.4147694790028678,1.0,-1.0,-1.0,0.0,1.0,0.6509652899463428,BOFA-PURE,,-1.94,
2026-03-18,10:25,BULL,150,6729.0,-576,LOSS,-7.25,2,0.75,0.0,0.0,3.0,5.0,0.0,0.0,-9.75,-12.25,0.6,3.0,4.0,-1073.0,-2.2147254256462627,0.9666666666666667,4.514989706757204,1.0,-1.0,-1.0,0.0,0.8,0.6376483617097508,AG-TARGET,6708.0,0.51,21.0
2026-03-18,12:33,BULL,202,6725.75,-802,WIN,1.0,9,9.0,0.0,0.0,2.0,4.0,0.0,0.0,-6.25,-2.5,0.6,2.0,3.0,-1401.0,-2.756335510107722,0.9333333333333333,26.315277162150963,1.0,-1.0,-1.0,0.0,1.0,0.6437557006738481,SIDIAL-EXTREME,,0.63,
2026-03-18,14:00,BEAR,228,6737.5,727,WIN,2.0,5,10.0,1.0,0.0,5.0,9.0,0.0,0.0,13.5,13.5,0.8,4.0,3.0,1382.0,1.1976019102484012,0.8333333333333334,5.185019557924431,1.0,1.0,1.0,1.0,0.7,0.5798401273498934,SIDIAL-EXTREME,,0.69,
2026-03-18,14:15,BULL,238,6720.5,-487,LOSS,-2.5,5,5.5,0.0,0.0,1.0,6.0,0.0,0.0,-10.75,-8.75,0.8,1.0,2.0,-854.0,-1.7220664319045076,0.7666666666666667,24.966936813491074,1.0,-1.0,0.0,0.24444444444444444,1.0,0.5848044287936338,SIDIAL-EXTREME,,0.53,
2026-03-18,14:34,BULL,249,6709.5,-782,WIN,6.5,7,14.5,0.0,0.0,3.0,5.0,0.0,0.0,-11.75,-15.75,0.6,3.0,4.0,-2256.0,-2.086946446157689,0.9,1.0178714669443734,1.0,-1.0,-1.0,0.0,0.65,0.6291297630771793,AG-LIS,6674.0,0.59,35.5
2026-03-19,11:20,BULL,388,6635.5,-945,LOSS,-2.75,8,5.25,0.0,0.0,4.0,8.0,0.0,0.0,-21.25,-13.25,0.8,4.0,5.0,-2302.0,-2.3106676862972604,0.9666666666666667,0.32726588559023473,0.0,-1.0,-1.0,0.0,0.85,0.5640445124198175,GEX-PURE,6599.0,-0.41,36.5
2026-03-19,11:55,BEAR,414,6636.5,673,LOSS,-5.0,6,3.0,0.0,0.0,5.0,1.0,0.0,0.0,8.25,7.5,0.6,1.0,3.0,1639.0,1.9785090013785889,0.9333333333333333,6.351761608315327,1.0,1.0,0.0,0.7733333333333333,0.95,0.5919006000919059,GEX-LIS,6571.0,0.11,65.5
2026-03-19,15:13,BULL,547,6670.25,-509,WIN,7.0,6,15.0,0.0,0.0,5.0,9.0,0.0,0.0,-13.25,-11.75,1.0,5.0,6.0,-1625.0,-2.0367811713115653,0.9333333333333333,-0.4042029440097782,0.0,-1.0,-1.0,0.0,0.35,0.585785411420771,BOFA-PURE,,-1.31,
2026-03-19,15:35,BULL,578,6655.0,-623,WIN,5.5,10,13.5,0.0,0.0,2.0,4.0,0.0,0.0,-5.75,-5.0,0.6,2.0,3.0,-1307.0,-2.2113264312664342,1.0,5.048157090287607,1.0,-1.0,-1.0,0.0,0.9,0.6074217620844289,BOFA-PURE,,-0.88,
2026-03-20,09:44,BEAR,201,6641.75,1375,WIN,4.5,7,12.5,0.0,0.0,10.0,8.0,0.0,0.0,14.0,14.25,0.6,2.0,3.0,2332.0,4.694570373192964,1.0,5.178711785033692,1.0,1.0,1.0,1.0,0.9,0.6599999999999999,GEX-LIS,6570.0,0.41,71.75
2026-03-20,09:50,BULL,213,6617.0,-937,LOSS,-2.0,6,6.0,0.0,0.0,5.0,8.0,0.0,0.0,-15.5,-17.25,1.0,5.0,6.0,-2275.0,-2.3685729827719806,0.9666666666666667,0.5395163835962643,0.0,-1.0,-1.0,0.0,0.95,0.607904865518132,GEX-LIS,6576.0,0.27,41.0
2026-03-20,10:54,BULL,267,6588.0,-914,WIN,7.25,5,15.25,0.0,0.0,4.0,7.0,0.0,0.0,-15.5,-10.75,0.6,1.0,5.0,-2274.0,-2.4877631789440064,0.9666666666666667,4.579514117511231,1.0,-1.0,-1.0,0.0,0.9,0.6858508785962671,GEX-LIS,6550.0,1.13,38.0
2026-03-20,11:23,BEAR,296,6612.75,531,WIN,14.25,14,22.25,0.0,0.0,6.0,3.0,0.0,0.0,15.0,13.5,0.6,3.0,4.0,1935.0,1.4546312778755806,0.9,2.3238734555197778,1.0,1.0,1.0,1.0,0.9,0.5869754185250387,GEX-LIS,6545.0,0.86,67.75
2026-03-20,14:21,BULL,394,6569.5,-620,LOSS,-3.25,6,4.75,0.0,0.0,8.0,13.0,0.0,0.0,-9.75,-18.5,0.8,1.0,6.0,-2191.0,-1.0275853408861233,0.7666666666666667,2.2728276706927075,1.0,-1.0,-1.0,0.0,1.0,0.6285056893924083,GEX-LIS,6530.0,1.3,39.5
2026-03-20,15:24,BULL,418,6544.75,-735,LOSS,-2.25,4,5.75,0.0,0.0,7.0,3.0,-1.1031463005438351,-1.1178581339475056,-12.5,-15.75,0.6,2.0,1.0,-735.0,-2.5478570398393807,0.9333333333333333,3.713171478832906,1.0,-1.0,-1.0,0.0,0.9,0.7698571359892922,GEX-LIS,6490.0,2.61,54.75
2026-03-23,09:41,BEAR,308,6666.0,916,LOSS,-0.5,3,7.5,1.0,0.0,9.0,3.0,0.0,0.0,16.25,5.0,0.8,4.0,5.0,1399.0,7.479588858805206,1.0,0.3538820403727292,0.0,1.0,1.0,1.0,0.875,0.6100000000000001,BOFA-PURE,,-1.07,
2026-03-23,09:42,BEAR,1203,6670.0,383,LOSS,-2.0,2,6.0,0.0,0.0,3.0,6.0,0.0,0.0,14.5,20.25,1.0,7.0,8.0,2553.0,1.1563230375872733,0.9333333333333333,10.049978770261555,1.0,1.0,1.0,1.0,0.9,0.6770882025058182,BOFA-PURE,,-1.07,
2026-03-23,10:46,BEAR,1308,6690.25,509,LOSS,-3.0,2,5.0,0.0,0.0,4.0,2.0,0.0,0.0,5.75,10.5,0.6,2.0,2.0,625.0,2.510846154253311,0.8666666666666667,5.930569189980038,1.0,1.0,0.0,0.9272727272727272,0.9,0.5973897436168873,AG-LIS,6665.0,-1.17,25.25
2026-03-23,11:52,BULL,339,6648.25,-2009,WIN,1.5,4,9.5,0.0,1.0,1.0,3.0,0.0,0.0,-16.75,-22.5,0.6,1.0,2.0,-2432.0,-4.820485748906738,1.0,32.76456052113051,1.0,-1.0,-1.0,0.0,0.975,0.6299999999999999,AG-PURE,6669.0,-0.96,20.75
2026-03-23,12:25,BULL,1391,6625.75,-1617,LOSS,-3.25,2,4.75,0.0,0.0,5.0,7.0,0.0,0.0,-8.75,-11.75,0.6,1.0,4.0,-1947.0,-5.998489070802141,1.0,3.5422974866883434,1.0,-1.0,-1.0,0.0,1.0,0.69,SIDIAL-EXTREME,,-0.09,
2026-03-23,14:34,BEAR,1479,6669.5,1269,LOSS,-2.75,4,5.25,0.0,0.0,7.0,5.0,0.0,0.0,15.0,17.0,1.0,5.0,6.0,4676.0,2.3299578002533177,0.9666666666666667,0.17050049153951422,0.0,1.0,1.0,1.0,0.7,0.6053305200168879,AG-PURE,6625.0,-0.55,44.5
2026-03-24,09:31,BEAR,76,6601.0,730,WIN,2.0,3,10.0,1.0,0.0,4.0,4.0,0.0,0.0,12.0,11.75,0.8,2.0,3.0,979.0,5.28431934878189,1.0,-1.0829988356077924,0.0,1.0,1.0,1.0,0.7,0.55,SIDIAL-EXTREME,,,
2026-03-24,10:07,BEAR,374,6605.25,922,WIN,0.5,6,8.5,0.0,0.0,4.0,2.0,0.0,0.0,6.5,15.25,0.8,2.0,2.0,1252.0,2.471735040757847,1.0,4.606175993101552,1.0,1.0,1.0,1.0,1.0,0.6347823360505231,AG-TARGET,6560.0,0.77,45.25
2026-03-24,10:27,BEAR,398,6609.0,446,WIN,1.5,2,9.5,0.0,0.0,7.0,4.0,0.0,0.0,13.5,11.5,0.8,4.0,5.0,1735.0,1.3922093784385394,0.8333333333333334,4.7594457791969855,1.0,1.0,1.0,1.0,1.0,0.6528139585625693,AG-TARGET,6567.0,0.34,42.0
2026-03-24,10:46,BEAR,419,6615.5,333,WIN,0.5,2,8.5,0.0,0.0,5.0,2.0,0.0,0.0,7.25,3.75,0.6,3.0,4.0,1126.0,1.4808102885652559,0.7333333333333333,72.18472345201445,1.0,1.0,1.0,1.0,0.95,0.5887206859043503,AG-TARGET,6590.0,0.33,25.5
2026-03-24,10:49,BULL,102,6597.75,-635,WIN,1.5,4,9.5,0.0,0.0,4.0,8.0,0.0,0.0,-9.25,-14.0,1.0,5.0,6.0,-1609.0,-2.544924132093781,0.9666666666666667,-0.25461631115419653,0.0,-1.0,0.0,0.0375,0.925,0.6196616088062521,AG-TARGET,6579.0,0.06,18.75
2026-03-24,11:24,BEAR,491,6642.25,1567,WIN,4.75,3,12.75,0.0,0.0,5.0,3.0,0.0,0.0,3.5,13.5,0.8,3.0,4.0,2279.0,4.2413401220595714,1.0,2.965936312162451,0.0,1.0,1.0,1.0,0.9,0.5800000000000001,AG-PURE,6627.0,-0.02,15.25
2026-03-24,11:55,BULL,123,6626.75,-1249,LOSS,-1.5,3,6.5,0.0,0.0,3.0,6.0,0.0,0.0,-17.75,-13.75,0.8,4.0,5.0,-3596.0,-2.102472398076801,0.9333333333333333,2.806890216032608,0.0,-1.0,-1.0,0.0,0.925,0.5501648265384534,AG-PURE,6617.0,-0.12,9.75
2026-03-24,14:41,BULL,148,6623.25,-1244,WIN,1.5,4,9.5,0.0,0.0,3.0,8.0,0.0,0.0,-8.5,-6.0,0.8,3.0,3.0,-2325.0,-2.2380926940326753,0.9666666666666667,2.268196223239868,1.0,-1.0,0.0,0.3983739837398374,0.85,0.6492061796021783,AG-PURE,6596.0,0.32,27.25
2026-03-25,09:43,BULL,59,6661.0,-1318,WIN,1.75,2,9.75,0.0,1.0,3.0,4.0,0.0,0.0,-18.0,-18.75,0.8,4.0,3.0,-2099.0,-3.3250889712912857,1.0,-0.4692577359732449,0.0,-1.0,-1.0,0.0,1.0,0.55,SIDIAL-MESSY,,-0.83,
2026-03-25,11:12,BULL,82,6634.75,-1339,LOSS,0.0,2,8.0,0.0,0.0,3.0,6.0,0.0,0.0,-10.5,-16.0,0.8,3.0,4.0,-1769.0,-2.908363606394566,1.0,1.4925369184641981,0.0,-1.0,-1.0,0.0,0.6,0.5738909070929711,AG-TARGET,6614.0,-1.17,20.75
2026-03-25,11:16,BULL,321,6633.0,-1432,LOSS,-5.75,3,2.25,0.0,0.0,5.0,8.0,0.0,0.0,-12.75,-7.75,1.0,5.0,6.0,-3419.0,-2.5441662712707918,1.0,71.41401142725402,1.0,-1.0,-1.0,0.0,0.95,0.7696110847513862,AG-TARGET,6614.0,-0.78,19.0
2026-03-25,11:22,BEAR,87,6644.75,1259,WIN,2.0,2,10.0,1.0,0.0,4.0,3.0,0.0,0.0,18.0,13.0,0.8,4.0,5.0,3171.0,2.139885939361433,0.9333333333333333,-0.5337658299794924,0.0,1.0,1.0,1.0,0.8,0.5526590626240956,AG-TARGET,6615.0,-0.12,29.75
2026-03-25,13:22,BEAR,103,6660.0,1377,WIN,2.0,3,10.0,1.0,0.0,4.0,5.0,0.0,0.0,11.0,6.0,0.8,3.0,4.0,1840.0,5.528393650275112,0.9666666666666667,-0.3299397031010883,0.0,1.0,1.0,1.0,0.6,0.5800000000000001,AG-PURE,6623.0,-0.83,37.0
2026-03-25,13:58,BEAR,432,6663.0,518,WIN,1.75,2,9.75,0.0,0.0,7.0,2.0,0.0,0.0,4.5,4.25,0.8,2.0,3.0,999.0,1.2829058634819088,0.7666666666666667,4.294718278415182,1.0,1.0,0.0,0.6904761904761905,1.0,0.5855270575654605,AG-PURE,6625.0,-0.83,38.0
2026-03-26,09:32,BULL,45,6580.25,1233,WIN,2.0,5,10.0,1.0,1.0,3.0,5.0,-1.1604162576084822,0.0,-3.75,0.0,0.6,1.0,2.0,1826.0,3.5013208333780077,1.0,-0.5646234622282936,0.0,-1.0,-1.0,0.0,0.375,0.6799999999999999,BofA-LIS,,,
2026-03-26,09:42,BEAR,47,6599.25,1657,WIN,0.25,2,8.25,1.0,0.0,6.0,3.0,0.0,0.0,16.25,14.5,0.8,4.0,4.0,3538.0,3.1155908121549087,1.0,-0.32643754401279584,0.0,1.0,1.0,1.0,0.95,0.5800000000000001,BofA-LIS,,1.15,
2026-03-26,10:29,BULL,63,6607.75,-1603,WIN,2.0,6,10.0,1.0,1.0,3.0,6.0,0.0,0.0,-9.75,-4.0,0.8,4.0,4.0,-2119.0,-3.809139524806207,1.0,-0.5510935258410781,0.0,-1.0,0.0,0.06557377049180328,0.275,0.5800000000000001,AG-LIS,6575.0,0.42,32.75
2026-03-26,12:16,BULL,316,6577.25,-1134,LOSS,-4.75,3,3.25,0.0,0.0,3.0,6.0,0.0,0.0,-10.75,-11.5,0.6,1.0,5.0,-2293.0,-1.9331507109738106,0.9666666666666667,0.9264408473469863,1.0,-1.0,-1.0,0.0,0.9,0.6488767140649208,AG-LIS,6556.0,0.86,21.25
2026-03-27,10:12,BEAR,52,6470.0,1255,WIN,2.0,5,10.0,1.0,0.0,4.0,3.0,0.0,0.0,14.0,9.25,0.8,4.0,5.0,2466.0,2.6222669437708266,0.9666666666666667,-0.535795563904088,0.0,1.0,1.0,1.0,0.475,0.5848177962513885,BOFA-MESSY,,1.46,
2026-03-27,10:47,BEAR,256,6465.5,568,LOSS,-3.5,3,4.5,0.0,0.0,5.0,2.0,0.0,0.0,8.5,9.25,0.6,3.0,3.0,1391.0,1.9277782593759416,0.8333333333333334,4.7693078919259415,1.0,1.0,0.0,0.6707317073170732,0.95,0.5885185506250628,GEX-LIS,6390.0,1.27,75.5
2026-03-27,11:39,BULL,70,6470.5,-1140,WIN,0.75,3,8.75,0.0,1.0,3.0,10.0,0.0,0.0,-13.0,-14.25,0.8,3.0,3.0,-1640.0,-3.8026348576299407,1.0,-0.4011829297773926,0.0,-1.0,0.0,0.08139534883720931,0.975,0.55,GEX-LIS,6382.0,0.41,88.5
2026-03-27,13:20,BULL,82,6435.75,-1447,LOSS,-2.75,3,5.25,0.0,0.0,10.0,7.0,0.0,0.0,-14.5,-19.0,1.0,10.0,4.0,-4368.0,-2.5700559468957964,0.9333333333333333,-0.5451691646923547,0.0,-1.0,-1.0,0.0,0.775,0.5913370631263865,GEX-LIS,6370.0,0.95,65.75
2026-03-27,15:45,BULL,382,6401.25,-680,LOSS,-1.0,2,7.0,0.0,0.0,9.0,5.0,0.0,0.0,-6.5,-14.5,1.0,5.0,4.0,-2378.0,-1.217852410092553,0.7666666666666667,4.689459780317696,1.0,-1.0,-1.0,0.0,1.0,0.6511901606728369,GEX-LIS,6340.0,2.18,61.25
2026-03-27,15:59,BULL,395,6405.25,-2534,EXPIRED,-5.0,1,5.0,0.0,0.0,2.0,5.0,0.0,0.0,-8.0,-10.0,0.6,3.0,4.0,-10800.0,-1.566326632791048,0.9333333333333333,1.4361615208377698,1.0,-1.0,0.0,0.3333333333333333,0.85,0.5944217755194031,GEX-LIS,6340.0,2.18,65.25
