trs_t,div_t,dcl_min,dz_min,gate,n_sigs,spd,wr,pnl,max_dd,pf,quality
0.4,0.0,0,1.5,vol_climax,111,5.5,0.36,-13.5,-55.0,0.95,-14.1
0.2,0.0,0,1.5,vol_climax,111,5.5,0.36,-13.5,-55.0,0.95,-14.1
0.55,0.0,2,1.5,trend_cons_60,112,5.6,0.42,-13.8,-61.5,0.95,-14.5
0.55,0.0,2,1.5,none,112,5.6,0.42,-13.8,-61.5,0.95,-14.5
0.55,0.0,3,1.0,none,112,5.6,0.393,-14.5,-50.2,0.94,-15.4
0.55,0.0,3,1.0,trend_cons_60,112,5.6,0.393,-14.5,-50.2,0.94,-15.4
0.5,0.05,0,0.5,none,56,2.8,0.375,-14.5,-35.5,0.89,-16.3
0.5,0.05,0,0.5,trend_cons_60,56,2.8,0.375,-14.5,-35.5,0.89,-16.3
0.5,0.15,0,0.5,none,56,2.8,0.375,-14.5,-35.5,0.89,-16.3
0.5,0.2,0,0.5,trend_cons_60,56,2.8,0.375,-14.5,-35.5,0.89,-16.3
0.5,0.15,0,0.5,trend_cons_60,56,2.8,0.375,-14.5,-35.5,0.89,-16.3
0.5,0.1,0,0.5,trend_cons_60,56,2.8,0.375,-14.5,-35.5,0.89,-16.3
0.5,0.2,0,0.5,none,56,2.8,0.375,-14.5,-35.5,0.89,-16.3
0.5,0.1,0,0.5,none,56,2.8,0.375,-14.5,-35.5,0.89,-16.3
0.5,0.05,3,0.5,none,29,1.4,0.345,-13.0,-23.2,0.78,-16.6
0.5,0.2,3,0.5,trend_cons_60,29,1.4,0.345,-13.0,-23.2,0.78,-16.6
0.5,0.2,3,0.5,none,29,1.4,0.345,-13.0,-23.2,0.78,-16.6
0.5,0.1,3,0.5,trend_cons_60,29,1.4,0.345,-13.0,-23.2,0.78,-16.6
0.5,0.15,3,0.5,none,29,1.4,0.345,-13.0,-23.2,0.78,-16.6
0.5,0.15,3,0.5,trend_cons_60,29,1.4,0.345,-13.0,-23.2,0.78,-16.6
0.5,0.1,3,0.5,none,29,1.4,0.345,-13.0,-23.2,0.78,-16.6
0.5,0.05,3,0.5,trend_cons_60,29,1.4,0.345,-13.0,-23.2,0.78,-16.6
0.5,0.15,0,1.0,trend_cons_60,48,2.4,0.354,-15.2,-31.8,0.87,-17.5
0.5,0.05,0,1.0,none,48,2.4,0.354,-15.2,-31.8,0.87,-17.5
0.5,0.05,0,1.0,trend_cons_60,48,2.4,0.354,-15.2,-31.8,0.87,-17.5
0.5,0.2,0,1.0,trend_cons_60,48,2.4,0.354,-15.2,-31.8,0.87,-17.5
0.5,0.1,0,1.0,none,48,2.4,0.354,-15.2,-31.8,0.87,-17.5
0.5,0.1,0,1.0,trend_cons_60,48,2.4,0.354,-15.2,-31.8,0.87,-17.5
0.5,0.15,0,1.0,none,48,2.4,0.354,-15.2,-31.8,0.87,-17.5
0.5,0.2,0,1.0,none,48,2.4,0.354,-15.2,-31.8,0.87,-17.5
0.25,0.2,4,0.5,none,23,1.1,0.348,-13.0,-31.0,0.73,-17.8
0.25,0.15,4,0.5,none,23,1.1,0.348,-13.0,-31.0,0.73,-17.8
0.3,0.1,4,0.5,trend_cons_60,23,1.1,0.348,-13.0,-31.0,0.73,-17.8
0.3,0.1,4,0.5,none,23,1.1,0.348,-13.0,-31.0,0.73,-17.8
0.25,0.1,4,0.5,none,23,1.1,0.348,-13.0,-31.0,0.73,-17.8
0.25,0.1,4,0.5,trend_cons_60,23,1.1,0.348,-13.0,-31.0,0.73,-17.8
0.3,0.2,4,0.5,trend_cons_60,23,1.1,0.348,-13.0,-31.0,0.73,-17.8
0.25,0.05,4,0.5,none,23,1.1,0.348,-13.0,-31.0,0.73,-17.8
0.25,0.05,4,0.5,trend_cons_60,23,1.1,0.348,-13.0,-31.0,0.73,-17.8
0.3,0.15,4,0.5,trend_cons_60,23,1.1,0.348,-13.0,-31.0,0.73,-17.8
0.3,0.15,4,0.5,none,23,1.1,0.348,-13.0,-31.0,0.73,-17.8
0.4,0.2,4,0.5,none,23,1.1,0.348,-13.0,-31.0,0.73,-17.8
0.4,0.2,4,0.5,trend_cons_60,23,1.1,0.348,-13.0,-31.0,0.73,-17.8
0.4,0.15,4,0.5,trend_cons_60,23,1.1,0.348,-13.0,-31.0,0.73,-17.8
0.4,0.1,4,0.5,trend_cons_60,23,1.1,0.348,-13.0,-31.0,0.73,-17.8
0.4,0.15,4,0.5,none,23,1.1,0.348,-13.0,-31.0,0.73,-17.8
0.35,0.05,4,0.5,trend_cons_60,23,1.1,0.348,-13.0,-31.0,0.73,-17.8
0.4,0.05,4,0.5,none,23,1.1,0.348,-13.0,-31.0,0.73,-17.8
0.35,0.1,4,0.5,none,23,1.1,0.348,-13.0,-31.0,0.73,-17.8
0.2,0.2,4,0.5,trend_cons_60,23,1.1,0.348,-13.0,-31.0,0.73,-17.8
0.2,0.2,4,0.5,none,23,1.1,0.348,-13.0,-31.0,0.73,-17.8
0.4,0.05,4,0.5,trend_cons_60,23,1.1,0.348,-13.0,-31.0,0.73,-17.8
0.35,0.15,4,0.5,trend_cons_60,23,1.1,0.348,-13.0,-31.0,0.73,-17.8
0.2,0.15,4,0.5,none,23,1.1,0.348,-13.0,-31.0,0.73,-17.8
0.2,0.1,4,0.5,trend_cons_60,23,1.1,0.348,-13.0,-31.0,0.73,-17.8
0.2,0.15,4,0.5,trend_cons_60,23,1.1,0.348,-13.0,-31.0,0.73,-17.8
0.4,0.1,4,0.5,none,23,1.1,0.348,-13.0,-31.0,0.73,-17.8
0.35,0.05,4,0.5,none,23,1.1,0.348,-13.0,-31.0,0.73,-17.8
0.25,0.15,4,0.5,trend_cons_60,23,1.1,0.348,-13.0,-31.0,0.73,-17.8
0.3,0.2,4,0.5,none,23,1.1,0.348,-13.0,-31.0,0.73,-17.8
0.3,0.05,4,0.5,trend_cons_60,23,1.1,0.348,-13.0,-31.0,0.73,-17.8
0.25,0.2,4,0.5,trend_cons_60,23,1.1,0.348,-13.0,-31.0,0.73,-17.8
0.3,0.05,4,0.5,none,23,1.1,0.348,-13.0,-31.0,0.73,-17.8
0.35,0.15,4,0.5,none,23,1.1,0.348,-13.0,-31.0,0.73,-17.8
0.35,0.1,4,0.5,trend_cons_60,23,1.1,0.348,-13.0,-31.0,0.73,-17.8
0.35,0.2,4,0.5,trend_cons_60,23,1.1,0.348,-13.0,-31.0,0.73,-17.8
0.2,0.05,4,0.5,trend_cons_60,23,1.1,0.348,-13.0,-31.0,0.73,-17.8
0.2,0.1,4,0.5,none,23,1.1,0.348,-13.0,-31.0,0.73,-17.8
0.2,0.05,4,0.5,none,23,1.1,0.348,-13.0,-31.0,0.73,-17.8
0.35,0.2,4,0.5,none,23,1.1,0.348,-13.0,-31.0,0.73,-17.8
0.5,0.2,3,1.0,trend_cons_60,24,1.2,0.333,-14.0,-21.5,0.73,-19.1
0.5,0.05,3,1.0,none,24,1.2,0.333,-14.0,-21.5,0.73,-19.1
0.5,0.2,3,1.0,none,24,1.2,0.333,-14.0,-21.5,0.73,-19.1
0.5,0.15,3,1.0,none,24,1.2,0.333,-14.0,-21.5,0.73,-19.1
0.5,0.15,3,1.0,trend_cons_60,24,1.2,0.333,-14.0,-21.5,0.73,-19.1
0.5,0.1,3,1.0,none,24,1.2,0.333,-14.0,-21.5,0.73,-19.1
0.5,0.05,3,1.0,trend_cons_60,24,1.2,0.333,-14.0,-21.5,0.73,-19.1
0.5,0.1,3,1.0,trend_cons_60,24,1.2,0.333,-14.0,-21.5,0.73,-19.1
0.5,0.0,2,1.5,at_extreme,122,6.1,0.459,-24.5,-65.0,0.91,-26.8
0.5,0.2,3,0.0,trend_cons_60,36,1.8,0.389,-20.2,-30.5,0.75,-27.1
0.5,0.2,3,0.0,none,36,1.8,0.389,-20.2,-30.5,0.75,-27.1
0.5,0.15,3,0.0,none,36,1.8,0.389,-20.2,-30.5,0.75,-27.1
0.5,0.15,3,0.0,trend_cons_60,36,1.8,0.389,-20.2,-30.5,0.75,-27.1
0.5,0.1,3,0.0,none,36,1.8,0.389,-20.2,-30.5,0.75,-27.1
0.5,0.05,3,0.0,trend_cons_60,36,1.8,0.389,-20.2,-30.5,0.75,-27.1
0.5,0.05,3,0.0,none,36,1.8,0.389,-20.2,-30.5,0.75,-27.1
0.5,0.1,3,0.0,trend_cons_60,36,1.8,0.389,-20.2,-30.5,0.75,-27.1
0.55,0.0,4,1.0,at_extreme,83,4.2,0.386,-25.0,-52.5,0.87,-28.7
0.3,0.2,3,1.0,none,34,1.7,0.294,-21.5,-32.8,0.73,-29.4
0.3,0.05,3,1.0,trend_cons_60,34,1.7,0.294,-21.5,-32.8,0.73,-29.4
0.25,0.2,3,1.0,none,34,1.7,0.294,-21.5,-32.8,0.73,-29.4
0.3,0.05,3,1.0,none,34,1.7,0.294,-21.5,-32.8,0.73,-29.4
0.2,0.05,3,1.0,none,34,1.7,0.294,-21.5,-32.8,0.73,-29.4
0.25,0.1,3,1.0,none,34,1.7,0.294,-21.5,-32.8,0.73,-29.4
0.25,0.1,3,1.0,trend_cons_60,34,1.7,0.294,-21.5,-32.8,0.73,-29.4
0.25,0.2,3,1.0,trend_cons_60,34,1.7,0.294,-21.5,-32.8,0.73,-29.4
0.3,0.2,3,1.0,trend_cons_60,34,1.7,0.294,-21.5,-32.8,0.73,-29.4
0.25,0.05,3,1.0,none,34,1.7,0.294,-21.5,-32.8,0.73,-29.4
0.25,0.05,3,1.0,trend_cons_60,34,1.7,0.294,-21.5,-32.8,0.73,-29.4
0.3,0.15,3,1.0,trend_cons_60,34,1.7,0.294,-21.5,-32.8,0.73,-29.4
0.25,0.15,3,1.0,trend_cons_60,34,1.7,0.294,-21.5,-32.8,0.73,-29.4
0.3,0.15,3,1.0,none,34,1.7,0.294,-21.5,-32.8,0.73,-29.4
0.3,0.1,3,1.0,trend_cons_60,34,1.7,0.294,-21.5,-32.8,0.73,-29.4
0.3,0.1,3,1.0,none,34,1.7,0.294,-21.5,-32.8,0.73,-29.4
0.25,0.15,3,1.0,none,34,1.7,0.294,-21.5,-32.8,0.73,-29.4
0.2,0.15,3,1.0,trend_cons_60,34,1.7,0.294,-21.5,-32.8,0.73,-29.4
0.35,0.2,3,1.0,trend_cons_60,34,1.7,0.294,-21.5,-32.8,0.73,-29.4
0.35,0.15,3,1.0,trend_cons_60,34,1.7,0.294,-21.5,-32.8,0.73,-29.4
0.2,0.05,3,1.0,trend_cons_60,34,1.7,0.294,-21.5,-32.8,0.73,-29.4
0.2,0.1,3,1.0,none,34,1.7,0.294,-21.5,-32.8,0.73,-29.4
0.4,0.15,3,1.0,trend_cons_60,34,1.7,0.294,-21.5,-32.8,0.73,-29.4
0.4,0.1,3,1.0,trend_cons_60,34,1.7,0.294,-21.5,-32.8,0.73,-29.4
0.2,0.2,3,1.0,none,34,1.7,0.294,-21.5,-32.8,0.73,-29.4
0.2,0.2,3,1.0,trend_cons_60,34,1.7,0.294,-21.5,-32.8,0.73,-29.4
0.4,0.15,3,1.0,none,34,1.7,0.294,-21.5,-32.8,0.73,-29.4
0.35,0.05,3,1.0,trend_cons_60,34,1.7,0.294,-21.5,-32.8,0.73,-29.4
0.35,0.05,3,1.0,none,34,1.7,0.294,-21.5,-32.8,0.73,-29.4
0.4,0.2,3,1.0,trend_cons_60,34,1.7,0.294,-21.5,-32.8,0.73,-29.4
0.2,0.15,3,1.0,none,34,1.7,0.294,-21.5,-32.8,0.73,-29.4
0.2,0.1,3,1.0,trend_cons_60,34,1.7,0.294,-21.5,-32.8,0.73,-29.4
0.35,0.15,3,1.0,none,34,1.7,0.294,-21.5,-32.8,0.73,-29.4
0.35,0.1,3,1.0,trend_cons_60,34,1.7,0.294,-21.5,-32.8,0.73,-29.4
0.35,0.1,3,1.0,none,34,1.7,0.294,-21.5,-32.8,0.73,-29.4
0.4,0.05,3,1.0,none,34,1.7,0.294,-21.5,-32.8,0.73,-29.4
0.4,0.05,3,1.0,trend_cons_60,34,1.7,0.294,-21.5,-32.8,0.73,-29.4
0.4,0.1,3,1.0,none,34,1.7,0.294,-21.5,-32.8,0.73,-29.4
0.4,0.2,3,1.0,none,34,1.7,0.294,-21.5,-32.8,0.73,-29.4
0.35,0.2,3,1.0,none,34,1.7,0.294,-21.5,-32.8,0.73,-29.4
0.45,0.0,4,1.5,trend_cons_60,133,6.7,0.406,-30.5,-75.5,0.91,-33.6
0.5,0.1,4,0.0,trend_cons_60,25,1.2,0.4,-21.5,-28.8,0.61,-35.1
0.5,0.05,4,0.0,trend_cons_60,25,1.2,0.4,-21.5,-28.8,0.61,-35.1
0.5,0.1,4,0.0,none,25,1.2,0.4,-21.5,-28.8,0.61,-35.1
0.5,0.05,4,0.0,none,25,1.2,0.4,-21.5,-28.8,0.61,-35.1
0.5,0.15,4,0.0,trend_cons_60,25,1.2,0.4,-21.5,-28.8,0.61,-35.1
0.5,0.2,4,0.0,none,25,1.2,0.4,-21.5,-28.8,0.61,-35.1
0.5,0.2,4,0.0,trend_cons_60,25,1.2,0.4,-21.5,-28.8,0.61,-35.1
0.5,0.15,4,0.0,none,25,1.2,0.4,-21.5,-28.8,0.61,-35.1
0.4,0.1,2,0.5,none,81,4.0,0.358,-30.8,-52.0,0.85,-36.2
0.4,0.15,2,0.5,trend_cons_60,81,4.0,0.358,-30.8,-52.0,0.85,-36.2
0.4,0.2,2,0.5,none,81,4.0,0.358,-30.8,-52.0,0.85,-36.2
0.4,0.2,2,0.5,trend_cons_60,81,4.0,0.358,-30.8,-52.0,0.85,-36.2
0.4,0.15,2,0.5,none,81,4.0,0.358,-30.8,-52.0,0.85,-36.2
0.4,0.1,2,0.5,trend_cons_60,81,4.0,0.358,-30.8,-52.0,0.85,-36.2
0.4,0.05,2,0.5,trend_cons_60,81,4.0,0.358,-30.8,-52.0,0.85,-36.2
0.4,0.05,2,0.5,none,81,4.0,0.358,-30.8,-52.0,0.85,-36.2
0.45,0.0,4,1.5,none,134,6.7,0.403,-33.5,-75.5,0.9,-37.2
0.2,0.0,4,1.5,at_extreme,107,5.3,0.421,-34.2,-72.0,0.87,-39.3
0.25,0.0,4,1.5,at_extreme,107,5.3,0.421,-34.2,-72.0,0.87,-39.3
0.35,0.0,4,1.5,at_extreme,107,5.3,0.421,-34.2,-72.0,0.87,-39.3
0.3,0.0,4,1.5,at_extreme,107,5.3,0.421,-34.2,-72.0,0.87,-39.3
0.45,0.0,0,1.5,vol_climax,105,5.2,0.333,-36.5,-47.2,0.87,-41.8
0.5,0.0,4,1.5,at_extreme,91,4.5,0.396,-36.2,-63.2,0.84,-43.0
0.45,0.15,3,1.0,trend_cons_60,30,1.5,0.3,-27.8,-39.0,0.62,-44.6
0.45,0.1,3,1.0,trend_cons_60,30,1.5,0.3,-27.8,-39.0,0.62,-44.6
0.45,0.2,3,1.0,none,30,1.5,0.3,-27.8,-39.0,0.62,-44.6
0.45,0.15,3,1.0,none,30,1.5,0.3,-27.8,-39.0,0.62,-44.6
0.45,0.1,3,1.0,none,30,1.5,0.3,-27.8,-39.0,0.62,-44.6
0.45,0.2,3,1.0,trend_cons_60,30,1.5,0.3,-27.8,-39.0,0.62,-44.6
0.45,0.05,3,1.0,trend_cons_60,30,1.5,0.3,-27.8,-39.0,0.62,-44.6
0.45,0.05,3,1.0,none,30,1.5,0.3,-27.8,-39.0,0.62,-44.6
0.4,0.0,4,1.5,at_extreme,108,5.4,0.417,-39.2,-72.0,0.85,-45.9
0.55,0.0,3,0.5,trend_cons_60,126,6.3,0.381,-41.8,-55.8,0.86,-48.4
0.55,0.0,3,0.5,none,126,6.3,0.381,-41.8,-55.8,0.86,-48.4
0.55,0.0,4,0.5,at_extreme,96,4.8,0.385,-40.2,-51.0,0.83,-48.7
0.5,0.1,2,0.5,trend_cons_60,48,2.4,0.375,-35.8,-56.0,0.71,-50.5
0.5,0.05,2,0.5,none,48,2.4,0.375,-35.8,-56.0,0.71,-50.5
0.5,0.15,2,0.5,none,48,2.4,0.375,-35.8,-56.0,0.71,-50.5
0.5,0.1,2,0.5,none,48,2.4,0.375,-35.8,-56.0,0.71,-50.5
0.5,0.05,2,0.5,trend_cons_60,48,2.4,0.375,-35.8,-56.0,0.71,-50.5
0.5,0.15,2,0.5,trend_cons_60,48,2.4,0.375,-35.8,-56.0,0.71,-50.5
0.5,0.2,2,0.5,none,48,2.4,0.375,-35.8,-56.0,0.71,-50.5
0.5,0.2,2,0.5,trend_cons_60,48,2.4,0.375,-35.8,-56.0,0.71,-50.5
0.55,0.0,2,0.5,trend_cons_60,151,7.5,0.384,-45.8,-90.2,0.87,-52.3
0.55,0.0,2,0.5,none,151,7.5,0.384,-45.8,-90.2,0.87,-52.3
0.45,0.0,4,1.5,at_extreme,107,5.3,0.411,-44.0,-72.0,0.84,-52.6
0.45,0.05,4,0.5,none,22,1.1,0.318,-26.0,-37.2,0.46,-56.0
0.45,0.1,4,0.5,none,22,1.1,0.318,-26.0,-37.2,0.46,-56.0
0.45,0.15,4,0.5,none,22,1.1,0.318,-26.0,-37.2,0.46,-56.0
0.45,0.2,4,0.5,none,22,1.1,0.318,-26.0,-37.2,0.46,-56.0
0.45,0.2,4,0.5,trend_cons_60,22,1.1,0.318,-26.0,-37.2,0.46,-56.0
0.45,0.15,4,0.5,trend_cons_60,22,1.1,0.318,-26.0,-37.2,0.46,-56.0
0.45,0.1,4,0.5,trend_cons_60,22,1.1,0.318,-26.0,-37.2,0.46,-56.0
0.45,0.05,4,0.5,trend_cons_60,22,1.1,0.318,-26.0,-37.2,0.46,-56.0
0.5,0.0,4,1.0,at_extreme,112,5.6,0.384,-47.2,-63.2,0.83,-57.0
0.25,0.15,3,0.5,none,52,2.6,0.327,-39.5,-59.8,0.66,-59.7
0.2,0.05,3,0.5,trend_cons_60,52,2.6,0.327,-39.5,-59.8,0.66,-59.7
0.25,0.05,3,0.5,trend_cons_60,52,2.6,0.327,-39.5,-59.8,0.66,-59.7
0.25,0.1,3,0.5,none,52,2.6,0.327,-39.5,-59.8,0.66,-59.7
0.25,0.1,3,0.5,trend_cons_60,52,2.6,0.327,-39.5,-59.8,0.66,-59.7
0.3,0.15,3,0.5,trend_cons_60,52,2.6,0.327,-39.5,-59.8,0.66,-59.7
0.25,0.15,3,0.5,trend_cons_60,52,2.6,0.327,-39.5,-59.8,0.66,-59.7
0.3,0.1,3,0.5,none,52,2.6,0.327,-39.5,-59.8,0.66,-59.7
0.3,0.15,3,0.5,none,52,2.6,0.327,-39.5,-59.8,0.66,-59.7
0.3,0.05,3,0.5,none,52,2.6,0.327,-39.5,-59.8,0.66,-59.7
0.3,0.05,3,0.5,trend_cons_60,52,2.6,0.327,-39.5,-59.8,0.66,-59.7
0.25,0.2,3,0.5,trend_cons_60,52,2.6,0.327,-39.5,-59.8,0.66,-59.7
0.25,0.2,3,0.5,none,52,2.6,0.327,-39.5,-59.8,0.66,-59.7
0.3,0.1,3,0.5,trend_cons_60,52,2.6,0.327,-39.5,-59.8,0.66,-59.7
0.3,0.2,3,0.5,none,52,2.6,0.327,-39.5,-59.8,0.66,-59.7
0.2,0.2,3,0.5,none,52,2.6,0.327,-39.5,-59.8,0.66,-59.7
0.35,0.05,3,0.5,none,52,2.6,0.327,-39.5,-59.8,0.66,-59.7
0.35,0.2,3,0.5,trend_cons_60,52,2.6,0.327,-39.5,-59.8,0.66,-59.7
0.2,0.05,3,0.5,none,52,2.6,0.327,-39.5,-59.8,0.66,-59.7
0.2,0.1,3,0.5,none,52,2.6,0.327,-39.5,-59.8,0.66,-59.7
0.2,0.1,3,0.5,trend_cons_60,52,2.6,0.327,-39.5,-59.8,0.66,-59.7
0.35,0.15,3,0.5,trend_cons_60,52,2.6,0.327,-39.5,-59.8,0.66,-59.7
0.35,0.15,3,0.5,none,52,2.6,0.327,-39.5,-59.8,0.66,-59.7
0.2,0.15,3,0.5,none,52,2.6,0.327,-39.5,-59.8,0.66,-59.7
0.2,0.15,3,0.5,trend_cons_60,52,2.6,0.327,-39.5,-59.8,0.66,-59.7
0.35,0.05,3,0.5,trend_cons_60,52,2.6,0.327,-39.5,-59.8,0.66,-59.7
0.35,0.2,3,0.5,none,52,2.6,0.327,-39.5,-59.8,0.66,-59.7
0.25,0.05,3,0.5,none,52,2.6,0.327,-39.5,-59.8,0.66,-59.7
0.3,0.2,3,0.5,trend_cons_60,52,2.6,0.327,-39.5,-59.8,0.66,-59.7
0.35,0.1,3,0.5,none,52,2.6,0.327,-39.5,-59.8,0.66,-59.7
0.2,0.2,3,0.5,trend_cons_60,52,2.6,0.327,-39.5,-59.8,0.66,-59.7
0.35,0.1,3,0.5,trend_cons_60,52,2.6,0.327,-39.5,-59.8,0.66,-59.7
0.4,0.2,3,0.5,trend_cons_60,50,2.5,0.3,-40.0,-60.2,0.65,-61.8
0.4,0.15,3,0.5,trend_cons_60,50,2.5,0.3,-40.0,-60.2,0.65,-61.8
0.4,0.2,3,0.5,none,50,2.5,0.3,-40.0,-60.2,0.65,-61.8
0.4,0.05,3,0.5,trend_cons_60,50,2.5,0.3,-40.0,-60.2,0.65,-61.8
0.4,0.05,3,0.5,none,50,2.5,0.3,-40.0,-60.2,0.65,-61.8
0.4,0.1,3,0.5,none,50,2.5,0.3,-40.0,-60.2,0.65,-61.8
0.4,0.15,3,0.5,none,50,2.5,0.3,-40.0,-60.2,0.65,-61.8
0.4,0.1,3,0.5,trend_cons_60,50,2.5,0.3,-40.0,-60.2,0.65,-61.8
0.5,0.0,0,1.5,vol_climax,79,4.0,0.329,-49.0,-51.2,0.77,-63.6
0.4,0.15,0,0.5,none,114,5.7,0.368,-52.2,-70.5,0.81,-64.2
0.4,0.15,0,0.5,trend_cons_60,114,5.7,0.368,-52.2,-70.5,0.81,-64.2
0.4,0.2,0,0.5,none,114,5.7,0.368,-52.2,-70.5,0.81,-64.2
0.4,0.2,0,0.5,trend_cons_60,114,5.7,0.368,-52.2,-70.5,0.81,-64.2
0.4,0.1,0,0.5,trend_cons_60,114,5.7,0.368,-52.2,-70.5,0.81,-64.2
0.4,0.1,0,0.5,none,114,5.7,0.368,-52.2,-70.5,0.81,-64.2
0.4,0.05,0,0.5,none,114,5.7,0.368,-52.2,-70.5,0.81,-64.2
0.4,0.05,0,0.5,trend_cons_60,114,5.7,0.368,-52.2,-70.5,0.81,-64.2
0.45,0.2,2,1.5,none,38,1.9,0.368,-43.8,-48.5,0.6,-72.6
0.45,0.05,2,1.5,none,38,1.9,0.368,-43.8,-48.5,0.6,-72.6
0.45,0.05,2,1.5,trend_cons_60,38,1.9,0.368,-43.8,-48.5,0.6,-72.6
0.45,0.1,2,1.5,trend_cons_60,38,1.9,0.368,-43.8,-48.5,0.6,-72.6
0.45,0.1,2,1.5,none,38,1.9,0.368,-43.8,-48.5,0.6,-72.6
0.45,0.15,2,1.5,trend_cons_60,38,1.9,0.368,-43.8,-48.5,0.6,-72.6
0.45,0.15,2,1.5,none,38,1.9,0.368,-43.8,-48.5,0.6,-72.6
0.45,0.2,2,1.5,trend_cons_60,38,1.9,0.368,-43.8,-48.5,0.6,-72.6
0.5,0.0,4,1.5,trend_cons_60,113,5.7,0.372,-58.2,-82.2,0.8,-73.2
0.5,0.0,4,1.5,none,113,5.7,0.372,-58.2,-82.2,0.8,-73.2
0.5,0.05,2,1.0,none,40,2.0,0.325,-45.8,-55.5,0.61,-75.2
0.5,0.1,2,1.0,none,40,2.0,0.325,-45.8,-55.5,0.61,-75.2
0.5,0.05,2,1.0,trend_cons_60,40,2.0,0.325,-45.8,-55.5,0.61,-75.2
0.5,0.15,2,1.0,trend_cons_60,40,2.0,0.325,-45.8,-55.5,0.61,-75.2
0.5,0.2,2,1.0,none,40,2.0,0.325,-45.8,-55.5,0.61,-75.2
0.5,0.15,2,1.0,none,40,2.0,0.325,-45.8,-55.5,0.61,-75.2
0.5,0.2,2,1.0,trend_cons_60,40,2.0,0.325,-45.8,-55.5,0.61,-75.2
0.5,0.1,2,1.0,trend_cons_60,40,2.0,0.325,-45.8,-55.5,0.61,-75.2
0.5,0.15,0,0.0,trend_cons_60,63,3.1,0.349,-53.2,-59.5,0.67,-79.1
0.5,0.15,0,0.0,none,63,3.1,0.349,-53.2,-59.5,0.67,-79.1
0.5,0.2,0,0.0,trend_cons_60,63,3.1,0.349,-53.2,-59.5,0.67,-79.1
0.5,0.1,0,0.0,trend_cons_60,63,3.1,0.349,-53.2,-59.5,0.67,-79.1
0.5,0.1,0,0.0,none,63,3.1,0.349,-53.2,-59.5,0.67,-79.1
0.5,0.05,0,0.0,none,63,3.1,0.349,-53.2,-59.5,0.67,-79.1
0.5,0.05,0,0.0,trend_cons_60,63,3.1,0.349,-53.2,-59.5,0.67,-79.1
0.5,0.2,0,0.0,none,63,3.1,0.349,-53.2,-59.5,0.67,-79.1
0.5,0.05,2,1.5,none,32,1.6,0.344,-42.8,-47.5,0.54,-79.5
0.5,0.05,2,1.5,trend_cons_60,32,1.6,0.344,-42.8,-47.5,0.54,-79.5
0.5,0.15,2,1.5,trend_cons_60,32,1.6,0.344,-42.8,-47.5,0.54,-79.5
0.5,0.1,2,1.5,none,32,1.6,0.344,-42.8,-47.5,0.54,-79.5
0.5,0.2,2,1.5,none,32,1.6,0.344,-42.8,-47.5,0.54,-79.5
0.5,0.1,2,1.5,trend_cons_60,32,1.6,0.344,-42.8,-47.5,0.54,-79.5
0.5,0.2,2,1.5,trend_cons_60,32,1.6,0.344,-42.8,-47.5,0.54,-79.5
0.5,0.15,2,1.5,none,32,1.6,0.344,-42.8,-47.5,0.54,-79.5
0.4,0.1,2,1.5,trend_cons_60,39,1.9,0.359,-47.0,-51.8,0.58,-80.3
0.4,0.1,2,1.5,none,39,1.9,0.359,-47.0,-51.8,0.58,-80.3
0.4,0.05,2,1.5,trend_cons_60,39,1.9,0.359,-47.0,-51.8,0.58,-80.3
0.35,0.15,2,1.5,trend_cons_60,39,1.9,0.359,-47.0,-51.8,0.58,-80.3
0.35,0.15,2,1.5,none,39,1.9,0.359,-47.0,-51.8,0.58,-80.3
0.2,0.15,2,1.5,trend_cons_60,39,1.9,0.359,-47.0,-51.8,0.58,-80.3
