trs_t,div_t,dcl_min,dz_min,gate,n_sigs,spd,wr,pnl,max_dd,pf,quality
0.3,0.05,2,1.5,trend_cons_60,39,1.9,0.359,-47.0,-51.8,0.58,-80.3
0.55,0.0,3,0.0,trend_cons_60,132,6.6,0.386,-65.0,-80.0,0.81,-80.3
0.4,0.2,2,1.5,none,39,1.9,0.359,-47.0,-51.8,0.58,-80.3
0.2,0.2,2,1.5,none,39,1.9,0.359,-47.0,-51.8,0.58,-80.3
0.35,0.05,2,1.5,none,39,1.9,0.359,-47.0,-51.8,0.58,-80.3
0.55,0.0,3,0.0,none,132,6.6,0.386,-65.0,-80.0,0.81,-80.3
0.3,0.2,2,1.5,trend_cons_60,39,1.9,0.359,-47.0,-51.8,0.58,-80.3
0.2,0.2,2,1.5,trend_cons_60,39,1.9,0.359,-47.0,-51.8,0.58,-80.3
0.4,0.2,2,1.5,trend_cons_60,39,1.9,0.359,-47.0,-51.8,0.58,-80.3
0.3,0.2,2,1.5,none,39,1.9,0.359,-47.0,-51.8,0.58,-80.3
0.25,0.05,2,1.5,trend_cons_60,39,1.9,0.359,-47.0,-51.8,0.58,-80.3
0.35,0.1,2,1.5,trend_cons_60,39,1.9,0.359,-47.0,-51.8,0.58,-80.3
0.35,0.05,2,1.5,trend_cons_60,39,1.9,0.359,-47.0,-51.8,0.58,-80.3
0.2,0.15,2,1.5,none,39,1.9,0.359,-47.0,-51.8,0.58,-80.3
0.4,0.05,2,1.5,none,39,1.9,0.359,-47.0,-51.8,0.58,-80.3
0.3,0.05,2,1.5,none,39,1.9,0.359,-47.0,-51.8,0.58,-80.3
0.2,0.05,2,1.5,trend_cons_60,39,1.9,0.359,-47.0,-51.8,0.58,-80.3
0.3,0.1,2,1.5,trend_cons_60,39,1.9,0.359,-47.0,-51.8,0.58,-80.3
0.35,0.1,2,1.5,none,39,1.9,0.359,-47.0,-51.8,0.58,-80.3
0.25,0.2,2,1.5,none,39,1.9,0.359,-47.0,-51.8,0.58,-80.3
0.25,0.2,2,1.5,trend_cons_60,39,1.9,0.359,-47.0,-51.8,0.58,-80.3
0.2,0.05,2,1.5,none,39,1.9,0.359,-47.0,-51.8,0.58,-80.3
0.2,0.1,2,1.5,trend_cons_60,39,1.9,0.359,-47.0,-51.8,0.58,-80.3
0.3,0.15,2,1.5,none,39,1.9,0.359,-47.0,-51.8,0.58,-80.3
0.2,0.1,2,1.5,none,39,1.9,0.359,-47.0,-51.8,0.58,-80.3
0.35,0.2,2,1.5,none,39,1.9,0.359,-47.0,-51.8,0.58,-80.3
0.35,0.2,2,1.5,trend_cons_60,39,1.9,0.359,-47.0,-51.8,0.58,-80.3
0.25,0.05,2,1.5,none,39,1.9,0.359,-47.0,-51.8,0.58,-80.3
0.3,0.15,2,1.5,trend_cons_60,39,1.9,0.359,-47.0,-51.8,0.58,-80.3
0.25,0.15,2,1.5,trend_cons_60,39,1.9,0.359,-47.0,-51.8,0.58,-80.3
0.25,0.1,2,1.5,trend_cons_60,39,1.9,0.359,-47.0,-51.8,0.58,-80.3
0.25,0.1,2,1.5,none,39,1.9,0.359,-47.0,-51.8,0.58,-80.3
0.25,0.15,2,1.5,none,39,1.9,0.359,-47.0,-51.8,0.58,-80.3
0.4,0.15,2,1.5,none,39,1.9,0.359,-47.0,-51.8,0.58,-80.3
0.3,0.1,2,1.5,none,39,1.9,0.359,-47.0,-51.8,0.58,-80.3
0.4,0.15,2,1.5,trend_cons_60,39,1.9,0.359,-47.0,-51.8,0.58,-80.3
0.55,0.0,2,0.0,trend_cons_60,158,7.9,0.392,-67.0,-112.5,0.83,-80.4
0.55,0.0,2,0.0,none,158,7.9,0.392,-67.0,-112.5,0.83,-80.4
0.55,0.0,0,1.5,vol_climax,59,3.0,0.339,-54.5,-57.5,0.67,-81.3
0.55,0.0,4,1.5,trend_cons_60,83,4.2,0.361,-59.2,-68.8,0.7,-84.2
0.55,0.0,4,1.5,none,83,4.2,0.361,-59.2,-68.8,0.7,-84.2
0.5,0.0,4,0.5,at_extreme,130,6.5,0.385,-67.8,-72.0,0.79,-85.4
0.2,0.0,3,1.5,vol_climax,51,2.5,0.353,-53.5,-53.8,0.62,-85.8
0.3,0.0,3,1.5,vol_climax,51,2.5,0.353,-53.5,-53.8,0.62,-85.8
0.4,0.0,3,1.5,vol_climax,51,2.5,0.353,-53.5,-53.8,0.62,-85.8
0.45,0.0,3,1.5,vol_climax,51,2.5,0.353,-53.5,-53.8,0.62,-85.8
0.35,0.0,3,1.5,vol_climax,51,2.5,0.353,-53.5,-53.8,0.62,-85.8
0.25,0.0,3,1.5,vol_climax,51,2.5,0.353,-53.5,-53.8,0.62,-85.8
0.5,0.0,2,1.5,trend_cons_60,160,8.0,0.431,-71.0,-87.2,0.82,-86.4
0.5,0.0,2,1.5,none,160,8.0,0.431,-71.0,-87.2,0.82,-86.4
0.35,0.15,0,0.5,none,130,6.5,0.354,-70.0,-109.0,0.8,-88.0
0.35,0.1,0,0.5,none,130,6.5,0.354,-70.0,-109.0,0.8,-88.0
0.35,0.15,0,0.5,trend_cons_60,130,6.5,0.354,-70.0,-109.0,0.8,-88.0
0.35,0.1,0,0.5,trend_cons_60,130,6.5,0.354,-70.0,-109.0,0.8,-88.0
0.35,0.2,0,0.5,none,130,6.5,0.354,-70.0,-109.0,0.8,-88.0
0.35,0.2,0,0.5,trend_cons_60,130,6.5,0.354,-70.0,-109.0,0.8,-88.0
0.35,0.05,0,0.5,trend_cons_60,130,6.5,0.354,-70.0,-109.0,0.8,-88.0
0.35,0.05,0,0.5,none,130,6.5,0.354,-70.0,-109.0,0.8,-88.0
0.5,0.0,3,1.5,vol_climax,49,2.5,0.347,-56.5,-49.8,0.59,-95.7
0.45,0.1,3,0.5,none,41,2.0,0.293,-48.8,-64.8,0.5,-96.8
0.45,0.05,3,0.5,none,41,2.0,0.293,-48.8,-64.8,0.5,-96.8
0.45,0.05,3,0.5,trend_cons_60,41,2.0,0.293,-48.8,-64.8,0.5,-96.8
0.45,0.1,3,0.5,trend_cons_60,41,2.0,0.293,-48.8,-64.8,0.5,-96.8
0.45,0.15,3,0.5,none,41,2.0,0.293,-48.8,-64.8,0.5,-96.8
0.45,0.2,3,0.5,none,41,2.0,0.293,-48.8,-64.8,0.5,-96.8
0.45,0.15,3,0.5,trend_cons_60,41,2.0,0.293,-48.8,-64.8,0.5,-96.8
0.45,0.2,3,0.5,trend_cons_60,41,2.0,0.293,-48.8,-64.8,0.5,-96.8
0.5,0.05,2,0.0,trend_cons_60,56,2.8,0.375,-59.8,-66.5,0.59,-101.4
0.5,0.05,2,0.0,none,56,2.8,0.375,-59.8,-66.5,0.59,-101.4
0.5,0.2,2,0.0,trend_cons_60,56,2.8,0.375,-59.8,-66.5,0.59,-101.4
0.5,0.15,2,0.0,trend_cons_60,56,2.8,0.375,-59.8,-66.5,0.59,-101.4
0.5,0.1,2,0.0,none,56,2.8,0.375,-59.8,-66.5,0.59,-101.4
0.5,0.1,2,0.0,trend_cons_60,56,2.8,0.375,-59.8,-66.5,0.59,-101.4
0.5,0.2,2,0.0,none,56,2.8,0.375,-59.8,-66.5,0.59,-101.4
0.5,0.15,2,0.0,none,56,2.8,0.375,-59.8,-66.5,0.59,-101.4
0.55,0.0,3,1.5,vol_climax,42,2.1,0.333,-55.8,-49.0,0.54,-102.8
0.4,0.2,3,0.0,trend_cons_60,74,3.7,0.324,-68.0,-95.0,0.63,-107.9
0.4,0.05,3,0.0,trend_cons_60,74,3.7,0.324,-68.0,-95.0,0.63,-107.9
0.4,0.05,3,0.0,none,74,3.7,0.324,-68.0,-95.0,0.63,-107.9
0.4,0.2,3,0.0,none,74,3.7,0.324,-68.0,-95.0,0.63,-107.9
0.4,0.15,3,0.0,trend_cons_60,74,3.7,0.324,-68.0,-95.0,0.63,-107.9
0.4,0.1,3,0.0,trend_cons_60,74,3.7,0.324,-68.0,-95.0,0.63,-107.9
0.4,0.1,3,0.0,none,74,3.7,0.324,-68.0,-95.0,0.63,-107.9
0.4,0.15,3,0.0,none,74,3.7,0.324,-68.0,-95.0,0.63,-107.9
0.55,0.0,4,0.0,at_extreme,104,5.2,0.365,-80.0,-83.8,0.71,-112.2
0.45,0.05,4,0.0,trend_cons_60,36,1.8,0.333,-50.5,-54.0,0.45,-112.3
0.45,0.15,4,0.0,none,36,1.8,0.333,-50.5,-54.0,0.45,-112.3
0.45,0.15,4,0.0,trend_cons_60,36,1.8,0.333,-50.5,-54.0,0.45,-112.3
0.45,0.1,4,0.0,none,36,1.8,0.333,-50.5,-54.0,0.45,-112.3
0.45,0.2,4,0.0,trend_cons_60,36,1.8,0.333,-50.5,-54.0,0.45,-112.3
0.45,0.1,4,0.0,trend_cons_60,36,1.8,0.333,-50.5,-54.0,0.45,-112.3
0.45,0.2,4,0.0,none,36,1.8,0.333,-50.5,-54.0,0.45,-112.3
0.45,0.05,4,0.0,none,36,1.8,0.333,-50.5,-54.0,0.45,-112.3
0.25,0.1,0,0.5,none,136,6.8,0.353,-87.0,-126.0,0.76,-114.1
0.3,0.2,0,0.5,none,136,6.8,0.353,-87.0,-126.0,0.76,-114.1
0.2,0.15,0,0.5,trend_cons_60,136,6.8,0.353,-87.0,-126.0,0.76,-114.1
0.3,0.15,0,0.5,none,136,6.8,0.353,-87.0,-126.0,0.76,-114.1
0.2,0.1,0,0.5,trend_cons_60,136,6.8,0.353,-87.0,-126.0,0.76,-114.1
0.3,0.15,0,0.5,trend_cons_60,136,6.8,0.353,-87.0,-126.0,0.76,-114.1
0.25,0.05,0,0.5,trend_cons_60,136,6.8,0.353,-87.0,-126.0,0.76,-114.1
0.2,0.1,0,0.5,none,136,6.8,0.353,-87.0,-126.0,0.76,-114.1
0.25,0.15,0,0.5,none,136,6.8,0.353,-87.0,-126.0,0.76,-114.1
0.25,0.15,0,0.5,trend_cons_60,136,6.8,0.353,-87.0,-126.0,0.76,-114.1
0.25,0.2,0,0.5,trend_cons_60,136,6.8,0.353,-87.0,-126.0,0.76,-114.1
0.3,0.1,0,0.5,trend_cons_60,136,6.8,0.353,-87.0,-126.0,0.76,-114.1
0.2,0.05,0,0.5,trend_cons_60,136,6.8,0.353,-87.0,-126.0,0.76,-114.1
0.3,0.05,0,0.5,trend_cons_60,136,6.8,0.353,-87.0,-126.0,0.76,-114.1
0.3,0.1,0,0.5,none,136,6.8,0.353,-87.0,-126.0,0.76,-114.1
0.3,0.05,0,0.5,none,136,6.8,0.353,-87.0,-126.0,0.76,-114.1
0.2,0.2,0,0.5,trend_cons_60,136,6.8,0.353,-87.0,-126.0,0.76,-114.1
0.2,0.2,0,0.5,none,136,6.8,0.353,-87.0,-126.0,0.76,-114.1
0.2,0.05,0,0.5,none,136,6.8,0.353,-87.0,-126.0,0.76,-114.1
0.2,0.15,0,0.5,none,136,6.8,0.353,-87.0,-126.0,0.76,-114.1
0.25,0.05,0,0.5,none,136,6.8,0.353,-87.0,-126.0,0.76,-114.1
0.25,0.1,0,0.5,trend_cons_60,136,6.8,0.353,-87.0,-126.0,0.76,-114.1
0.3,0.2,0,0.5,trend_cons_60,136,6.8,0.353,-87.0,-126.0,0.76,-114.1
0.25,0.2,0,0.5,none,136,6.8,0.353,-87.0,-126.0,0.76,-114.1
0.5,0.0,4,1.0,none,135,6.8,0.348,-86.8,-89.8,0.75,-115.7
0.5,0.0,4,1.0,trend_cons_60,135,6.8,0.348,-86.8,-89.8,0.75,-115.7
0.55,0.0,0,1.0,vol_climax,81,4.0,0.309,-75.5,-75.8,0.65,-116.9
0.4,0.05,4,0.0,trend_cons_60,41,2.0,0.317,-59.0,-64.0,0.48,-123.2
0.4,0.15,4,0.0,trend_cons_60,41,2.0,0.317,-59.0,-64.0,0.48,-123.2
0.4,0.05,4,0.0,none,41,2.0,0.317,-59.0,-64.0,0.48,-123.2
0.4,0.1,4,0.0,trend_cons_60,41,2.0,0.317,-59.0,-64.0,0.48,-123.2
0.4,0.1,4,0.0,none,41,2.0,0.317,-59.0,-64.0,0.48,-123.2
0.4,0.2,4,0.0,none,41,2.0,0.317,-59.0,-64.0,0.48,-123.2
0.4,0.2,4,0.0,trend_cons_60,41,2.0,0.317,-59.0,-64.0,0.48,-123.2
0.4,0.15,4,0.0,none,41,2.0,0.317,-59.0,-64.0,0.48,-123.2
0.55,0.0,3,1.0,vol_climax,59,3.0,0.305,-71.8,-71.5,0.56,-129.0
0.45,0.0,2,1.5,vol_climax,69,3.5,0.348,-76.2,-73.0,0.59,-129.1
0.5,0.0,4,0.0,at_extreme,141,7.0,0.376,-96.8,-92.5,0.74,-131.6
0.55,0.0,4,1.0,trend_cons_60,97,4.8,0.32,-86.0,-88.5,0.65,-131.9
0.55,0.0,4,1.0,none,97,4.8,0.32,-86.0,-88.5,0.65,-131.9
0.4,0.2,0,0.0,none,140,7.0,0.371,-98.5,-112.0,0.74,-133.9
0.4,0.2,0,0.0,trend_cons_60,140,7.0,0.371,-98.5,-112.0,0.74,-133.9
0.4,0.1,0,0.0,trend_cons_60,140,7.0,0.371,-98.5,-112.0,0.74,-133.9
0.4,0.1,0,0.0,none,140,7.0,0.371,-98.5,-112.0,0.74,-133.9
0.4,0.15,0,0.0,none,140,7.0,0.371,-98.5,-112.0,0.74,-133.9
0.4,0.15,0,0.0,trend_cons_60,140,7.0,0.371,-98.5,-112.0,0.74,-133.9
0.4,0.05,0,0.0,trend_cons_60,140,7.0,0.371,-98.5,-112.0,0.74,-133.9
0.4,0.05,0,0.0,none,140,7.0,0.371,-98.5,-112.0,0.74,-133.9
0.45,0.1,0,1.5,trend_cons_60,55,2.8,0.327,-73.0,-80.5,0.54,-134.8
0.45,0.05,0,1.5,none,55,2.8,0.327,-73.0,-80.5,0.54,-134.8
0.45,0.15,0,1.5,trend_cons_60,55,2.8,0.327,-73.0,-80.5,0.54,-134.8
0.45,0.1,0,1.5,none,55,2.8,0.327,-73.0,-80.5,0.54,-134.8
0.45,0.2,0,1.5,none,55,2.8,0.327,-73.0,-80.5,0.54,-134.8
0.45,0.05,0,1.5,trend_cons_60,55,2.8,0.327,-73.0,-80.5,0.54,-134.8
0.45,0.2,0,1.5,trend_cons_60,55,2.8,0.327,-73.0,-80.5,0.54,-134.8
0.45,0.15,0,1.5,none,55,2.8,0.327,-73.0,-80.5,0.54,-134.8
0.2,0.15,2,1.0,trend_cons_60,61,3.0,0.311,-77.0,-80.5,0.56,-138.3
0.2,0.15,2,1.0,none,61,3.0,0.311,-77.0,-80.5,0.56,-138.3
0.2,0.2,2,1.0,trend_cons_60,61,3.0,0.311,-77.0,-80.5,0.56,-138.3
0.2,0.2,2,1.0,none,61,3.0,0.311,-77.0,-80.5,0.56,-138.3
0.3,0.05,2,1.0,trend_cons_60,61,3.0,0.311,-77.0,-80.5,0.56,-138.3
0.3,0.05,2,1.0,none,61,3.0,0.311,-77.0,-80.5,0.56,-138.3
0.3,0.2,2,1.0,trend_cons_60,61,3.0,0.311,-77.0,-80.5,0.56,-138.3
0.25,0.05,2,1.0,trend_cons_60,61,3.0,0.311,-77.0,-80.5,0.56,-138.3
0.25,0.2,2,1.0,trend_cons_60,61,3.0,0.311,-77.0,-80.5,0.56,-138.3
0.3,0.1,2,1.0,none,61,3.0,0.311,-77.0,-80.5,0.56,-138.3
0.3,0.1,2,1.0,trend_cons_60,61,3.0,0.311,-77.0,-80.5,0.56,-138.3
0.25,0.2,2,1.0,none,61,3.0,0.311,-77.0,-80.5,0.56,-138.3
0.25,0.1,2,1.0,trend_cons_60,61,3.0,0.311,-77.0,-80.5,0.56,-138.3
0.3,0.15,2,1.0,trend_cons_60,61,3.0,0.311,-77.0,-80.5,0.56,-138.3
0.3,0.15,2,1.0,none,61,3.0,0.311,-77.0,-80.5,0.56,-138.3
0.2,0.05,2,1.0,none,61,3.0,0.311,-77.0,-80.5,0.56,-138.3
0.2,0.1,2,1.0,trend_cons_60,61,3.0,0.311,-77.0,-80.5,0.56,-138.3
0.2,0.05,2,1.0,trend_cons_60,61,3.0,0.311,-77.0,-80.5,0.56,-138.3
0.2,0.1,2,1.0,none,61,3.0,0.311,-77.0,-80.5,0.56,-138.3
0.25,0.15,2,1.0,none,61,3.0,0.311,-77.0,-80.5,0.56,-138.3
0.3,0.2,2,1.0,none,61,3.0,0.311,-77.0,-80.5,0.56,-138.3
0.25,0.1,2,1.0,none,61,3.0,0.311,-77.0,-80.5,0.56,-138.3
0.25,0.15,2,1.0,trend_cons_60,61,3.0,0.311,-77.0,-80.5,0.56,-138.3
0.25,0.05,2,1.0,none,61,3.0,0.311,-77.0,-80.5,0.56,-138.3
0.2,0.0,0,1.0,vol_climax,160,8.0,0.338,-106.2,-129.8,0.76,-139.9
0.35,0.2,2,1.0,none,60,3.0,0.3,-77.5,-81.0,0.55,-139.9
0.4,0.05,2,1.0,none,59,3.0,0.305,-77.5,-81.0,0.55,-139.9
0.4,0.05,2,1.0,trend_cons_60,59,3.0,0.305,-77.5,-81.0,0.55,-139.9
0.35,0.1,2,1.0,trend_cons_60,60,3.0,0.3,-77.5,-81.0,0.55,-139.9
0.4,0.15,2,1.0,trend_cons_60,59,3.0,0.305,-77.5,-81.0,0.55,-139.9
0.4,0.15,2,1.0,none,59,3.0,0.305,-77.5,-81.0,0.55,-139.9
0.35,0.1,2,1.0,none,60,3.0,0.3,-77.5,-81.0,0.55,-139.9
0.35,0.15,2,1.0,trend_cons_60,60,3.0,0.3,-77.5,-81.0,0.55,-139.9
0.35,0.15,2,1.0,none,60,3.0,0.3,-77.5,-81.0,0.55,-139.9
0.4,0.1,2,1.0,none,59,3.0,0.305,-77.5,-81.0,0.55,-139.9
0.4,0.1,2,1.0,trend_cons_60,59,3.0,0.305,-77.5,-81.0,0.55,-139.9
0.35,0.0,0,1.0,vol_climax,160,8.0,0.338,-106.2,-129.8,0.76,-139.9
0.4,0.2,2,1.0,none,59,3.0,0.305,-77.5,-81.0,0.55,-139.9
0.35,0.05,2,1.0,none,60,3.0,0.3,-77.5,-81.0,0.55,-139.9
0.35,0.05,2,1.0,trend_cons_60,60,3.0,0.3,-77.5,-81.0,0.55,-139.9
0.25,0.0,0,1.0,vol_climax,160,8.0,0.338,-106.2,-129.8,0.76,-139.9
0.4,0.2,2,1.0,trend_cons_60,59,3.0,0.305,-77.5,-81.0,0.55,-139.9
0.3,0.0,0,1.0,vol_climax,160,8.0,0.338,-106.2,-129.8,0.76,-139.9
0.35,0.2,2,1.0,trend_cons_60,60,3.0,0.3,-77.5,-81.0,0.55,-139.9
0.4,0.1,2,0.0,trend_cons_60,108,5.4,0.361,-95.5,-103.8,0.66,-143.6
0.4,0.1,2,0.0,none,108,5.4,0.361,-95.5,-103.8,0.66,-143.6
0.4,0.05,2,0.0,trend_cons_60,108,5.4,0.361,-95.5,-103.8,0.66,-143.6
0.4,0.05,2,0.0,none,108,5.4,0.361,-95.5,-103.8,0.66,-143.6
0.4,0.15,2,0.0,trend_cons_60,108,5.4,0.361,-95.5,-103.8,0.66,-143.6
0.4,0.15,2,0.0,none,108,5.4,0.361,-95.5,-103.8,0.66,-143.6
0.4,0.2,2,0.0,none,108,5.4,0.361,-95.5,-103.8,0.66,-143.6
0.4,0.2,2,0.0,trend_cons_60,108,5.4,0.361,-95.5,-103.8,0.66,-143.6
0.2,0.1,4,0.0,none,43,2.1,0.302,-66.8,-68.5,0.45,-148.9
0.35,0.15,4,0.0,trend_cons_60,43,2.1,0.302,-66.8,-68.5,0.45,-148.9
0.35,0.2,4,0.0,trend_cons_60,43,2.1,0.302,-66.8,-68.5,0.45,-148.9
0.35,0.15,4,0.0,none,43,2.1,0.302,-66.8,-68.5,0.45,-148.9
0.2,0.05,4,0.0,trend_cons_60,43,2.1,0.302,-66.8,-68.5,0.45,-148.9
0.35,0.2,4,0.0,none,43,2.1,0.302,-66.8,-68.5,0.45,-148.9
0.25,0.1,4,0.0,trend_cons_60,43,2.1,0.302,-66.8,-68.5,0.45,-148.9
0.3,0.15,4,0.0,none,43,2.1,0.302,-66.8,-68.5,0.45,-148.9
0.2,0.2,4,0.0,trend_cons_60,43,2.1,0.302,-66.8,-68.5,0.45,-148.9
0.3,0.2,4,0.0,none,43,2.1,0.302,-66.8,-68.5,0.45,-148.9
0.3,0.2,4,0.0,trend_cons_60,43,2.1,0.302,-66.8,-68.5,0.45,-148.9
0.25,0.2,4,0.0,none,43,2.1,0.302,-66.8,-68.5,0.45,-148.9
0.25,0.2,4,0.0,trend_cons_60,43,2.1,0.302,-66.8,-68.5,0.45,-148.9
0.2,0.2,4,0.0,none,43,2.1,0.302,-66.8,-68.5,0.45,-148.9
0.35,0.1,4,0.0,trend_cons_60,43,2.1,0.302,-66.8,-68.5,0.45,-148.9
0.35,0.1,4,0.0,none,43,2.1,0.302,-66.8,-68.5,0.45,-148.9
0.25,0.1,4,0.0,none,43,2.1,0.302,-66.8,-68.5,0.45,-148.9
0.25,0.15,4,0.0,trend_cons_60,43,2.1,0.302,-66.8,-68.5,0.45,-148.9
0.25,0.15,4,0.0,none,43,2.1,0.302,-66.8,-68.5,0.45,-148.9
0.3,0.1,4,0.0,none,43,2.1,0.302,-66.8,-68.5,0.45,-148.9
0.25,0.05,4,0.0,none,43,2.1,0.302,-66.8,-68.5,0.45,-148.9
0.3,0.15,4,0.0,trend_cons_60,43,2.1,0.302,-66.8,-68.5,0.45,-148.9
0.3,0.1,4,0.0,trend_cons_60,43,2.1,0.302,-66.8,-68.5,0.45,-148.9
0.25,0.05,4,0.0,trend_cons_60,43,2.1,0.302,-66.8,-68.5,0.45,-148.9
0.2,0.05,4,0.0,none,43,2.1,0.302,-66.8,-68.5,0.45,-148.9
0.2,0.15,4,0.0,trend_cons_60,43,2.1,0.302,-66.8,-68.5,0.45,-148.9
0.35,0.05,4,0.0,none,43,2.1,0.302,-66.8,-68.5,0.45,-148.9
0.35,0.05,4,0.0,trend_cons_60,43,2.1,0.302,-66.8,-68.5,0.45,-148.9
0.3,0.05,4,0.0,trend_cons_60,43,2.1,0.302,-66.8,-68.5,0.45,-148.9
0.3,0.05,4,0.0,none,43,2.1,0.302,-66.8,-68.5,0.45,-148.9
0.2,0.15,4,0.0,none,43,2.1,0.302,-66.8,-68.5,0.45,-148.9
0.2,0.1,4,0.0,trend_cons_60,43,2.1,0.302,-66.8,-68.5,0.45,-148.9
0.55,0.0,2,1.0,vol_climax,74,3.7,0.324,-85.0,-83.8,0.57,-149.4
0.5,0.0,2,1.5,vol_climax,64,3.2,0.344,-81.2,-74.5,0.54,-149.5
0.25,0.0,2,1.5,vol_climax,73,3.6,0.356,-85.0,-80.8,0.57,-149.8
0.3,0.0,2,1.5,vol_climax,73,3.6,0.356,-85.0,-80.8,0.57,-149.8
0.2,0.0,2,1.5,vol_climax,73,3.6,0.356,-85.0,-80.8,0.57,-149.8
0.45,0.0,4,1.0,at_extreme,149,7.5,0.389,-108.8,-107.5,0.73,-149.8
0.4,0.0,2,1.5,vol_climax,73,3.6,0.356,-85.0,-80.8,0.57,-149.8
0.35,0.0,2,1.5,vol_climax,73,3.6,0.356,-85.0,-80.8,0.57,-149.8
0.4,0.2,0,1.5,trend_cons_60,57,2.9,0.316,-79.0,-86.5,0.52,-151.4
0.4,0.1,0,1.5,none,57,2.9,0.316,-79.0,-86.5,0.52,-151.4
0.4,0.1,0,1.5,trend_cons_60,57,2.9,0.316,-79.0,-86.5,0.52,-151.4
0.4,0.05,0,1.5,none,57,2.9,0.316,-79.0,-86.5,0.52,-151.4
0.4,0.05,0,1.5,trend_cons_60,57,2.9,0.316,-79.0,-86.5,0.52,-151.4
0.4,0.15,0,1.5,none,57,2.9,0.316,-79.0,-86.5,0.52,-151.4
0.4,0.2,0,1.5,none,57,2.9,0.316,-79.0,-86.5,0.52,-151.4
0.4,0.15,0,1.5,trend_cons_60,57,2.9,0.316,-79.0,-86.5,0.52,-151.4
0.5,0.0,4,0.5,trend_cons_60,157,7.8,0.35,-111.2,-107.5,0.73,-152.6
0.5,0.0,4,0.5,none,157,7.8,0.35,-111.2,-107.5,0.73,-152.6
0.45,0.0,0,1.0,vol_climax,143,7.2,0.315,-111.2,-109.8,0.71,-155.9
0.45,0.15,3,0.0,trend_cons_60,55,2.8,0.309,-75.0,-90.5,0.48,-157.4
0.45,0.1,3,0.0,trend_cons_60,55,2.8,0.309,-75.0,-90.5,0.48,-157.4
0.45,0.1,3,0.0,none,55,2.8,0.309,-75.0,-90.5,0.48,-157.4
0.45,0.05,3,0.0,trend_cons_60,55,2.8,0.309,-75.0,-90.5,0.48,-157.4
0.45,0.05,3,0.0,none,55,2.8,0.309,-75.0,-90.5,0.48,-157.4
0.45,0.2,3,0.0,trend_cons_60,55,2.8,0.309,-75.0,-90.5,0.48,-157.4
0.45,0.2,3,0.0,none,55,2.8,0.309,-75.0,-90.5,0.48,-157.4
0.45,0.15,3,0.0,none,55,2.8,0.309,-75.0,-90.5,0.48,-157.4
0.45,0.2,2,1.0,none,54,2.7,0.315,-80.5,-84.0,0.51,-158.3
0.45,0.15,2,1.0,trend_cons_60,54,2.7,0.315,-80.5,-84.0,0.51,-158.3
0.45,0.15,2,1.0,none,54,2.7,0.315,-80.5,-84.0,0.51,-158.3
0.45,0.2,2,1.0,trend_cons_60,54,2.7,0.315,-80.5,-84.0,0.51,-158.3
0.45,0.1,2,1.0,none,54,2.7,0.315,-80.5,-84.0,0.51,-158.3
0.45,0.05,2,1.0,none,54,2.7,0.315,-80.5,-84.0,0.51,-158.3
0.45,0.05,2,1.0,trend_cons_60,54,2.7,0.315,-80.5,-84.0,0.51,-158.3
0.45,0.1,2,1.0,trend_cons_60,54,2.7,0.315,-80.5,-84.0,0.51,-158.3
