trs_t,div_t,dcl_min,dz_min,gate,n_sigs,spd,wr,pnl,max_dd,pf,quality
0.55,0.0,2,1.5,vol_climax,53,2.6,0.34,-78.0,-71.2,0.49,-158.6
0.5,0.0,3,1.0,vol_climax,68,3.4,0.309,-87.5,-80.8,0.55,-160.4
0.5,0.0,0,1.0,vol_climax,108,5.4,0.306,-103.8,-102.5,0.64,-160.9
0.4,0.0,4,1.5,vol_climax,38,1.9,0.289,-66.5,-60.8,0.41,-162.6
0.2,0.0,4,1.5,vol_climax,38,1.9,0.289,-66.5,-60.8,0.41,-162.6
0.3,0.0,4,1.5,vol_climax,38,1.9,0.289,-66.5,-60.8,0.41,-162.6
0.35,0.0,4,1.5,vol_climax,38,1.9,0.289,-66.5,-60.8,0.41,-162.6
0.25,0.0,4,1.5,vol_climax,38,1.9,0.289,-66.5,-60.8,0.41,-162.6
0.45,0.0,4,1.5,vol_climax,38,1.9,0.289,-66.5,-60.8,0.41,-162.6
0.5,0.0,3,0.5,vol_climax,86,4.3,0.337,-97.0,-94.5,0.59,-165.3
0.35,0.2,3,0.0,trend_cons_60,80,4.0,0.312,-96.0,-111.5,0.54,-177.0
0.35,0.15,3,0.0,trend_cons_60,80,4.0,0.312,-96.0,-111.5,0.54,-177.0
0.35,0.2,3,0.0,none,80,4.0,0.312,-96.0,-111.5,0.54,-177.0
0.35,0.05,3,0.0,none,80,4.0,0.312,-96.0,-111.5,0.54,-177.0
0.35,0.05,3,0.0,trend_cons_60,80,4.0,0.312,-96.0,-111.5,0.54,-177.0
0.35,0.1,3,0.0,trend_cons_60,80,4.0,0.312,-96.0,-111.5,0.54,-177.0
0.35,0.1,3,0.0,none,80,4.0,0.312,-96.0,-111.5,0.54,-177.0
0.35,0.15,3,0.0,none,80,4.0,0.312,-96.0,-111.5,0.54,-177.0
0.4,0.0,0,1.0,vol_climax,155,7.8,0.329,-125.5,-124.0,0.71,-177.1
0.55,0.0,4,0.5,trend_cons_60,110,5.5,0.318,-110.5,-106.2,0.62,-177.6
0.55,0.0,4,0.5,none,110,5.5,0.318,-110.5,-106.2,0.62,-177.6
0.25,0.2,0,1.5,none,59,3.0,0.305,-89.5,-97.0,0.49,-182.4
0.25,0.2,0,1.5,trend_cons_60,59,3.0,0.305,-89.5,-97.0,0.49,-182.4
0.3,0.15,0,1.5,trend_cons_60,59,3.0,0.305,-89.5,-97.0,0.49,-182.4
0.3,0.15,0,1.5,none,59,3.0,0.305,-89.5,-97.0,0.49,-182.4
0.25,0.1,0,1.5,trend_cons_60,59,3.0,0.305,-89.5,-97.0,0.49,-182.4
0.3,0.2,0,1.5,none,59,3.0,0.305,-89.5,-97.0,0.49,-182.4
0.25,0.05,0,1.5,none,59,3.0,0.305,-89.5,-97.0,0.49,-182.4
0.25,0.05,0,1.5,trend_cons_60,59,3.0,0.305,-89.5,-97.0,0.49,-182.4
0.25,0.1,0,1.5,none,59,3.0,0.305,-89.5,-97.0,0.49,-182.4
0.2,0.05,0,1.5,trend_cons_60,59,3.0,0.305,-89.5,-97.0,0.49,-182.4
0.2,0.05,0,1.5,none,59,3.0,0.305,-89.5,-97.0,0.49,-182.4
0.2,0.1,0,1.5,trend_cons_60,59,3.0,0.305,-89.5,-97.0,0.49,-182.4
0.2,0.15,0,1.5,none,59,3.0,0.305,-89.5,-97.0,0.49,-182.4
0.25,0.15,0,1.5,trend_cons_60,59,3.0,0.305,-89.5,-97.0,0.49,-182.4
0.25,0.15,0,1.5,none,59,3.0,0.305,-89.5,-97.0,0.49,-182.4
0.3,0.2,0,1.5,trend_cons_60,59,3.0,0.305,-89.5,-97.0,0.49,-182.4
0.2,0.1,0,1.5,none,59,3.0,0.305,-89.5,-97.0,0.49,-182.4
0.2,0.15,0,1.5,trend_cons_60,59,3.0,0.305,-89.5,-97.0,0.49,-182.4
0.35,0.1,0,1.5,trend_cons_60,59,3.0,0.305,-89.5,-97.0,0.49,-182.4
0.35,0.1,0,1.5,none,59,3.0,0.305,-89.5,-97.0,0.49,-182.4
0.3,0.1,0,1.5,none,59,3.0,0.305,-89.5,-97.0,0.49,-182.4
0.3,0.1,0,1.5,trend_cons_60,59,3.0,0.305,-89.5,-97.0,0.49,-182.4
0.35,0.05,0,1.5,trend_cons_60,59,3.0,0.305,-89.5,-97.0,0.49,-182.4
0.35,0.05,0,1.5,none,59,3.0,0.305,-89.5,-97.0,0.49,-182.4
0.35,0.15,0,1.5,trend_cons_60,59,3.0,0.305,-89.5,-97.0,0.49,-182.4
0.35,0.2,0,1.5,trend_cons_60,59,3.0,0.305,-89.5,-97.0,0.49,-182.4
0.35,0.2,0,1.5,none,59,3.0,0.305,-89.5,-97.0,0.49,-182.4
0.2,0.2,0,1.5,trend_cons_60,59,3.0,0.305,-89.5,-97.0,0.49,-182.4
0.35,0.15,0,1.5,none,59,3.0,0.305,-89.5,-97.0,0.49,-182.4
0.2,0.2,0,1.5,none,59,3.0,0.305,-89.5,-97.0,0.49,-182.4
0.3,0.05,0,1.5,none,59,3.0,0.305,-89.5,-97.0,0.49,-182.4
0.3,0.05,0,1.5,trend_cons_60,59,3.0,0.305,-89.5,-97.0,0.49,-182.4
0.45,0.1,2,0.5,trend_cons_60,68,3.4,0.338,-92.5,-106.5,0.5,-183.5
0.45,0.1,2,0.5,none,68,3.4,0.338,-92.5,-106.5,0.5,-183.5
0.45,0.15,2,0.5,none,68,3.4,0.338,-92.5,-106.5,0.5,-183.5
0.45,0.15,2,0.5,trend_cons_60,68,3.4,0.338,-92.5,-106.5,0.5,-183.5
0.45,0.2,2,0.5,none,68,3.4,0.338,-92.5,-106.5,0.5,-183.5
0.45,0.2,2,0.5,trend_cons_60,68,3.4,0.338,-92.5,-106.5,0.5,-183.5
0.45,0.05,2,0.5,trend_cons_60,68,3.4,0.338,-92.5,-106.5,0.5,-183.5
0.45,0.05,2,0.5,none,68,3.4,0.338,-92.5,-106.5,0.5,-183.5
0.55,0.0,3,0.5,vol_climax,73,3.6,0.301,-98.0,-95.5,0.53,-184.3
0.5,0.0,2,1.0,vol_climax,90,4.5,0.322,-107.8,-106.5,0.57,-190.5
0.55,0.0,0,0.5,vol_climax,99,5.0,0.303,-114.0,-111.5,0.58,-195.0
0.45,0.0,3,1.0,vol_climax,76,3.8,0.303,-103.0,-97.5,0.52,-197.1
0.45,0.0,2,1.0,vol_climax,101,5.0,0.317,-118.0,-116.8,0.57,-208.4
0.5,0.0,3,0.0,vol_climax,95,4.8,0.326,-116.2,-113.8,0.56,-209.1
0.3,0.05,3,0.0,trend_cons_60,81,4.0,0.309,-107.8,-123.2,0.51,-209.8
0.3,0.1,3,0.0,none,81,4.0,0.309,-107.8,-123.2,0.51,-209.8
0.3,0.15,3,0.0,trend_cons_60,81,4.0,0.309,-107.8,-123.2,0.51,-209.8
0.3,0.15,3,0.0,none,81,4.0,0.309,-107.8,-123.2,0.51,-209.8
0.2,0.2,3,0.0,trend_cons_60,81,4.0,0.309,-107.8,-123.2,0.51,-209.8
0.2,0.1,3,0.0,none,81,4.0,0.309,-107.8,-123.2,0.51,-209.8
0.2,0.05,3,0.0,trend_cons_60,81,4.0,0.309,-107.8,-123.2,0.51,-209.8
0.25,0.05,3,0.0,trend_cons_60,81,4.0,0.309,-107.8,-123.2,0.51,-209.8
0.3,0.2,3,0.0,trend_cons_60,81,4.0,0.309,-107.8,-123.2,0.51,-209.8
0.25,0.05,3,0.0,none,81,4.0,0.309,-107.8,-123.2,0.51,-209.8
0.3,0.2,3,0.0,none,81,4.0,0.309,-107.8,-123.2,0.51,-209.8
0.25,0.1,3,0.0,trend_cons_60,81,4.0,0.309,-107.8,-123.2,0.51,-209.8
0.25,0.2,3,0.0,none,81,4.0,0.309,-107.8,-123.2,0.51,-209.8
0.25,0.2,3,0.0,trend_cons_60,81,4.0,0.309,-107.8,-123.2,0.51,-209.8
0.2,0.1,3,0.0,trend_cons_60,81,4.0,0.309,-107.8,-123.2,0.51,-209.8
0.2,0.05,3,0.0,none,81,4.0,0.309,-107.8,-123.2,0.51,-209.8
0.2,0.15,3,0.0,none,81,4.0,0.309,-107.8,-123.2,0.51,-209.8
0.2,0.15,3,0.0,trend_cons_60,81,4.0,0.309,-107.8,-123.2,0.51,-209.8
0.25,0.1,3,0.0,none,81,4.0,0.309,-107.8,-123.2,0.51,-209.8
0.2,0.2,3,0.0,none,81,4.0,0.309,-107.8,-123.2,0.51,-209.8
0.25,0.15,3,0.0,none,81,4.0,0.309,-107.8,-123.2,0.51,-209.8
0.25,0.15,3,0.0,trend_cons_60,81,4.0,0.309,-107.8,-123.2,0.51,-209.8
0.3,0.1,3,0.0,trend_cons_60,81,4.0,0.309,-107.8,-123.2,0.51,-209.8
0.3,0.05,3,0.0,none,81,4.0,0.309,-107.8,-123.2,0.51,-209.8
0.3,0.0,4,1.0,vol_climax,54,2.7,0.241,-91.0,-84.2,0.43,-211.5
0.2,0.0,4,1.0,vol_climax,54,2.7,0.241,-91.0,-84.2,0.43,-211.5
0.35,0.0,4,1.0,vol_climax,54,2.7,0.241,-91.0,-84.2,0.43,-211.5
0.4,0.0,4,1.0,vol_climax,54,2.7,0.241,-91.0,-84.2,0.43,-211.5
0.45,0.0,4,1.0,vol_climax,54,2.7,0.241,-91.0,-84.2,0.43,-211.5
0.25,0.0,4,1.0,vol_climax,54,2.7,0.241,-91.0,-84.2,0.43,-211.5
0.5,0.0,4,1.5,vol_climax,37,1.9,0.27,-73.8,-67.0,0.34,-214.1
0.55,0.0,4,0.0,none,116,5.8,0.328,-131.2,-128.0,0.6,-218.8
0.55,0.0,4,0.0,trend_cons_60,116,5.8,0.328,-131.2,-128.0,0.6,-218.8
0.45,0.15,0,1.0,none,72,3.6,0.306,-108.0,-111.5,0.49,-219.9
0.45,0.2,0,1.0,trend_cons_60,72,3.6,0.306,-108.0,-111.5,0.49,-219.9
0.45,0.1,0,1.0,none,72,3.6,0.306,-108.0,-111.5,0.49,-219.9
0.45,0.05,0,1.0,trend_cons_60,72,3.6,0.306,-108.0,-111.5,0.49,-219.9
0.45,0.05,0,1.0,none,72,3.6,0.306,-108.0,-111.5,0.49,-219.9
0.45,0.1,0,1.0,trend_cons_60,72,3.6,0.306,-108.0,-111.5,0.49,-219.9
0.45,0.15,0,1.0,trend_cons_60,72,3.6,0.306,-108.0,-111.5,0.49,-219.9
0.45,0.2,0,1.0,none,72,3.6,0.306,-108.0,-111.5,0.49,-219.9
0.55,0.0,2,0.5,vol_climax,91,4.5,0.319,-119.0,-116.5,0.53,-224.3
0.5,0.0,0,0.5,vol_climax,128,6.4,0.312,-138.5,-136.0,0.61,-225.7
0.4,0.1,0,1.0,trend_cons_60,85,4.2,0.318,-117.8,-121.2,0.5,-233.3
0.4,0.2,0,1.0,trend_cons_60,85,4.2,0.318,-117.8,-121.2,0.5,-233.3
0.4,0.05,0,1.0,none,85,4.2,0.318,-117.8,-121.2,0.5,-233.3
0.4,0.05,0,1.0,trend_cons_60,85,4.2,0.318,-117.8,-121.2,0.5,-233.3
0.4,0.15,0,1.0,trend_cons_60,85,4.2,0.318,-117.8,-121.2,0.5,-233.3
0.4,0.2,0,1.0,none,85,4.2,0.318,-117.8,-121.2,0.5,-233.3
0.4,0.15,0,1.0,none,85,4.2,0.318,-117.8,-121.2,0.5,-233.3
0.4,0.1,0,1.0,none,85,4.2,0.318,-117.8,-121.2,0.5,-233.3
0.35,0.1,0,1.0,none,90,4.5,0.311,-123.2,-126.8,0.52,-239.0
0.35,0.1,0,1.0,trend_cons_60,90,4.5,0.311,-123.2,-126.8,0.52,-239.0
0.35,0.15,0,1.0,none,90,4.5,0.311,-123.2,-126.8,0.52,-239.0
0.35,0.15,0,1.0,trend_cons_60,90,4.5,0.311,-123.2,-126.8,0.52,-239.0
0.35,0.2,0,1.0,trend_cons_60,90,4.5,0.311,-123.2,-126.8,0.52,-239.0
0.35,0.2,0,1.0,none,90,4.5,0.311,-123.2,-126.8,0.52,-239.0
0.35,0.05,0,1.0,trend_cons_60,90,4.5,0.311,-123.2,-126.8,0.52,-239.0
0.35,0.05,0,1.0,none,90,4.5,0.311,-123.2,-126.8,0.52,-239.0
0.45,0.0,3,0.5,vol_climax,100,5.0,0.32,-130.8,-128.2,0.53,-247.4
0.5,0.0,2,0.5,vol_climax,111,5.5,0.333,-137.8,-135.2,0.56,-247.4
0.5,0.0,4,1.0,vol_climax,52,2.6,0.231,-98.0,-91.2,0.39,-254.2
0.5,0.0,0,0.0,vol_climax,137,6.8,0.314,-153.5,-151.0,0.6,-257.3
0.2,0.05,0,1.0,trend_cons_60,92,4.6,0.315,-130.0,-133.5,0.5,-258.3
0.2,0.05,0,1.0,none,92,4.6,0.315,-130.0,-133.5,0.5,-258.3
0.2,0.1,0,1.0,none,92,4.6,0.315,-130.0,-133.5,0.5,-258.3
0.2,0.15,0,1.0,trend_cons_60,92,4.6,0.315,-130.0,-133.5,0.5,-258.3
0.2,0.2,0,1.0,trend_cons_60,92,4.6,0.315,-130.0,-133.5,0.5,-258.3
0.2,0.2,0,1.0,none,92,4.6,0.315,-130.0,-133.5,0.5,-258.3
0.2,0.15,0,1.0,none,92,4.6,0.315,-130.0,-133.5,0.5,-258.3
0.25,0.05,0,1.0,trend_cons_60,92,4.6,0.315,-130.0,-133.5,0.5,-258.3
0.25,0.1,0,1.0,trend_cons_60,92,4.6,0.315,-130.0,-133.5,0.5,-258.3
0.25,0.1,0,1.0,none,92,4.6,0.315,-130.0,-133.5,0.5,-258.3
0.2,0.1,0,1.0,trend_cons_60,92,4.6,0.315,-130.0,-133.5,0.5,-258.3
0.25,0.2,0,1.0,trend_cons_60,92,4.6,0.315,-130.0,-133.5,0.5,-258.3
0.25,0.2,0,1.0,none,92,4.6,0.315,-130.0,-133.5,0.5,-258.3
0.3,0.15,0,1.0,trend_cons_60,92,4.6,0.315,-130.0,-133.5,0.5,-258.3
0.3,0.1,0,1.0,trend_cons_60,92,4.6,0.315,-130.0,-133.5,0.5,-258.3
0.3,0.1,0,1.0,none,92,4.6,0.315,-130.0,-133.5,0.5,-258.3
0.3,0.05,0,1.0,none,92,4.6,0.315,-130.0,-133.5,0.5,-258.3
0.3,0.05,0,1.0,trend_cons_60,92,4.6,0.315,-130.0,-133.5,0.5,-258.3
0.3,0.15,0,1.0,none,92,4.6,0.315,-130.0,-133.5,0.5,-258.3
0.3,0.2,0,1.0,none,92,4.6,0.315,-130.0,-133.5,0.5,-258.3
0.25,0.15,0,1.0,trend_cons_60,92,4.6,0.315,-130.0,-133.5,0.5,-258.3
0.3,0.2,0,1.0,trend_cons_60,92,4.6,0.315,-130.0,-133.5,0.5,-258.3
0.25,0.05,0,1.0,none,92,4.6,0.315,-130.0,-133.5,0.5,-258.3
0.25,0.15,0,1.0,none,92,4.6,0.315,-130.0,-133.5,0.5,-258.3
0.55,0.0,3,0.0,vol_climax,82,4.1,0.293,-125.8,-123.2,0.49,-258.6
0.55,0.0,0,0.0,vol_climax,108,5.4,0.296,-141.8,-139.2,0.54,-261.2
0.35,0.2,2,0.0,trend_cons_60,124,6.2,0.347,-151.0,-180.0,0.57,-263.0
0.35,0.05,2,0.0,trend_cons_60,124,6.2,0.347,-151.0,-180.0,0.57,-263.0
0.35,0.2,2,0.0,none,124,6.2,0.347,-151.0,-180.0,0.57,-263.0
0.35,0.15,2,0.0,trend_cons_60,124,6.2,0.347,-151.0,-180.0,0.57,-263.0
0.35,0.05,2,0.0,none,124,6.2,0.347,-151.0,-180.0,0.57,-263.0
0.35,0.15,2,0.0,none,124,6.2,0.347,-151.0,-180.0,0.57,-263.0
0.35,0.1,2,0.0,none,124,6.2,0.347,-151.0,-180.0,0.57,-263.0
0.35,0.1,2,0.0,trend_cons_60,124,6.2,0.347,-151.0,-180.0,0.57,-263.0
0.25,0.0,2,1.0,vol_climax,113,5.7,0.319,-148.2,-172.5,0.54,-273.7
0.35,0.0,2,1.0,vol_climax,113,5.7,0.319,-148.2,-172.5,0.54,-273.7
0.3,0.0,2,1.0,vol_climax,113,5.7,0.319,-148.2,-172.5,0.54,-273.7
0.2,0.0,2,1.0,vol_climax,113,5.7,0.319,-148.2,-172.5,0.54,-273.7
0.5,0.0,2,0.0,vol_climax,121,6.0,0.331,-152.5,-150.0,0.55,-278.0
0.25,0.0,3,1.0,vol_climax,79,4.0,0.291,-127.8,-121.0,0.46,-279.2
0.35,0.0,3,1.0,vol_climax,79,4.0,0.291,-127.8,-121.0,0.46,-279.2
0.2,0.0,3,1.0,vol_climax,79,4.0,0.291,-127.8,-121.0,0.46,-279.2
0.3,0.0,3,1.0,vol_climax,79,4.0,0.291,-127.8,-121.0,0.46,-279.2
0.4,0.0,3,1.0,vol_climax,79,4.0,0.291,-127.8,-121.0,0.46,-279.2
0.5,0.0,4,0.5,vol_climax,72,3.6,0.278,-122.2,-119.8,0.44,-280.0
0.45,0.15,0,0.5,none,87,4.3,0.31,-132.8,-136.2,0.46,-287.3
0.45,0.2,0,0.5,trend_cons_60,87,4.3,0.31,-132.8,-136.2,0.46,-287.3
0.45,0.1,0,0.5,none,87,4.3,0.31,-132.8,-136.2,0.46,-287.3
0.45,0.05,0,0.5,trend_cons_60,87,4.3,0.31,-132.8,-136.2,0.46,-287.3
0.45,0.05,0,0.5,none,87,4.3,0.31,-132.8,-136.2,0.46,-287.3
0.45,0.1,0,0.5,trend_cons_60,87,4.3,0.31,-132.8,-136.2,0.46,-287.3
0.45,0.2,0,0.5,none,87,4.3,0.31,-132.8,-136.2,0.46,-287.3
0.45,0.15,0,0.5,trend_cons_60,87,4.3,0.31,-132.8,-136.2,0.46,-287.3
0.45,0.0,3,0.0,vol_climax,111,5.5,0.315,-150.5,-148.0,0.51,-292.3
0.2,0.15,2,0.0,trend_cons_60,132,6.6,0.341,-166.8,-195.8,0.57,-295.0
0.3,0.1,2,0.0,trend_cons_60,132,6.6,0.341,-166.8,-195.8,0.57,-295.0
0.25,0.2,2,0.0,trend_cons_60,132,6.6,0.341,-166.8,-195.8,0.57,-295.0
0.25,0.2,2,0.0,none,132,6.6,0.341,-166.8,-195.8,0.57,-295.0
0.25,0.15,2,0.0,trend_cons_60,132,6.6,0.341,-166.8,-195.8,0.57,-295.0
0.3,0.05,2,0.0,none,132,6.6,0.341,-166.8,-195.8,0.57,-295.0
0.2,0.05,2,0.0,trend_cons_60,132,6.6,0.341,-166.8,-195.8,0.57,-295.0
0.2,0.1,2,0.0,none,132,6.6,0.341,-166.8,-195.8,0.57,-295.0
0.2,0.05,2,0.0,none,132,6.6,0.341,-166.8,-195.8,0.57,-295.0
0.3,0.1,2,0.0,none,132,6.6,0.341,-166.8,-195.8,0.57,-295.0
0.3,0.05,2,0.0,trend_cons_60,132,6.6,0.341,-166.8,-195.8,0.57,-295.0
0.3,0.15,2,0.0,none,132,6.6,0.341,-166.8,-195.8,0.57,-295.0
0.3,0.15,2,0.0,trend_cons_60,132,6.6,0.341,-166.8,-195.8,0.57,-295.0
0.25,0.1,2,0.0,none,132,6.6,0.341,-166.8,-195.8,0.57,-295.0
0.2,0.2,2,0.0,trend_cons_60,132,6.6,0.341,-166.8,-195.8,0.57,-295.0
0.25,0.05,2,0.0,trend_cons_60,132,6.6,0.341,-166.8,-195.8,0.57,-295.0
0.25,0.05,2,0.0,none,132,6.6,0.341,-166.8,-195.8,0.57,-295.0
0.3,0.2,2,0.0,trend_cons_60,132,6.6,0.341,-166.8,-195.8,0.57,-295.0
0.25,0.15,2,0.0,none,132,6.6,0.341,-166.8,-195.8,0.57,-295.0
0.25,0.1,2,0.0,trend_cons_60,132,6.6,0.341,-166.8,-195.8,0.57,-295.0
0.3,0.2,2,0.0,none,132,6.6,0.341,-166.8,-195.8,0.57,-295.0
0.2,0.2,2,0.0,none,132,6.6,0.341,-166.8,-195.8,0.57,-295.0
0.2,0.15,2,0.0,none,132,6.6,0.341,-166.8,-195.8,0.57,-295.0
0.2,0.1,2,0.0,trend_cons_60,132,6.6,0.341,-166.8,-195.8,0.57,-295.0
0.55,0.0,2,0.0,vol_climax,100,5.0,0.31,-146.8,-144.2,0.49,-298.1
0.45,0.0,2,0.5,vol_climax,126,6.3,0.317,-160.8,-158.2,0.54,-299.9
0.4,0.0,4,0.5,vol_climax,81,4.0,0.296,-133.8,-131.2,0.44,-302.5
0.35,0.0,4,0.5,vol_climax,81,4.0,0.296,-133.8,-131.2,0.44,-302.5
0.25,0.0,4,0.5,vol_climax,81,4.0,0.296,-133.8,-131.2,0.44,-302.5
0.3,0.0,4,0.5,vol_climax,81,4.0,0.296,-133.8,-131.2,0.44,-302.5
0.2,0.0,4,0.5,vol_climax,81,4.0,0.296,-133.8,-131.2,0.44,-302.5
0.45,0.05,2,0.0,none,82,4.1,0.329,-131.8,-136.0,0.43,-307.1
0.45,0.05,2,0.0,trend_cons_60,82,4.1,0.329,-131.8,-136.0,0.43,-307.1
0.45,0.1,2,0.0,none,82,4.1,0.329,-131.8,-136.0,0.43,-307.1
0.45,0.15,2,0.0,none,82,4.1,0.329,-131.8,-136.0,0.43,-307.1
0.45,0.15,2,0.0,trend_cons_60,82,4.1,0.329,-131.8,-136.0,0.43,-307.1
0.45,0.2,2,0.0,trend_cons_60,82,4.1,0.329,-131.8,-136.0,0.43,-307.1
0.45,0.1,2,0.0,trend_cons_60,82,4.1,0.329,-131.8,-136.0,0.43,-307.1
0.45,0.2,2,0.0,none,82,4.1,0.329,-131.8,-136.0,0.43,-307.1
0.55,0.0,4,1.0,vol_climax,45,2.2,0.2,-98.5,-91.8,0.32,-309.4
0.45,0.0,4,0.5,vol_climax,80,4.0,0.275,-138.2,-135.8,0.43,-323.8
0.45,0.2,0,0.0,none,103,5.2,0.311,-155.0,-158.5,0.47,-327.2
0.45,0.15,0,0.0,trend_cons_60,103,5.2,0.311,-155.0,-158.5,0.47,-327.2
0.45,0.2,0,0.0,trend_cons_60,103,5.2,0.311,-155.0,-158.5,0.47,-327.2
0.45,0.15,0,0.0,none,103,5.2,0.311,-155.0,-158.5,0.47,-327.2
0.45,0.1,0,0.0,trend_cons_60,103,5.2,0.311,-155.0,-158.5,0.47,-327.2
0.45,0.1,0,0.0,none,103,5.2,0.311,-155.0,-158.5,0.47,-327.2
0.45,0.05,0,0.0,none,103,5.2,0.311,-155.0,-158.5,0.47,-327.2
0.45,0.05,0,0.0,trend_cons_60,103,5.2,0.311,-155.0,-158.5,0.47,-327.2
0.45,0.0,2,0.0,vol_climax,138,6.9,0.319,-179.2,-176.8,0.53,-337.1
0.55,0.0,4,0.5,vol_climax,61,3.0,0.246,-122.5,-120.0,0.36,-338.4
0.4,0.0,4,0.0,vol_climax,98,4.9,0.286,-154.2,-159.5,0.45,-339.4
0.3,0.0,3,0.5,vol_climax,106,5.3,0.321,-161.8,-159.2,0.47,-341.3
0.2,0.0,3,0.5,vol_climax,106,5.3,0.321,-161.8,-159.2,0.47,-341.3
0.4,0.0,3,0.5,vol_climax,106,5.3,0.321,-161.8,-159.2,0.47,-341.3
0.35,0.0,3,0.5,vol_climax,106,5.3,0.321,-161.8,-159.2,0.47,-341.3
0.25,0.0,3,0.5,vol_climax,106,5.3,0.321,-161.8,-159.2,0.47,-341.3
0.2,0.0,4,0.0,vol_climax,99,5.0,0.283,-155.5,-160.8,0.45,-343.7
0.3,0.0,4,0.0,vol_climax,99,5.0,0.283,-155.5,-160.8,0.45,-343.7
0.25,0.0,4,0.0,vol_climax,99,5.0,0.283,-155.5,-160.8,0.45,-343.7
0.35,0.0,4,0.0,vol_climax,99,5.0,0.283,-155.5,-160.8,0.45,-343.7
0.5,0.0,4,0.0,vol_climax,83,4.2,0.265,-145.0,-142.5,0.41,-350.1
0.55,0.0,4,1.5,vol_climax,31,1.6,0.226,-81.2,-74.5,0.22,-365.2
0.4,0.0,2,1.0,vol_climax,112,5.6,0.312,-172.5,-171.2,0.47,-369.6
0.45,0.0,4,0.0,vol_climax,93,4.7,0.269,-157.5,-155.0,0.42,-370.9
0.4,0.0,3,0.0,vol_climax,120,6.0,0.317,-182.8,-185.8,0.48,-381.2
0.2,0.0,2,0.5,vol_climax,146,7.3,0.329,-208.2,-205.8,0.49,-423.5
0.3,0.0,2,0.5,vol_climax,146,7.3,0.329,-208.2,-205.8,0.49,-423.5
0.25,0.0,2,0.5,vol_climax,146,7.3,0.329,-208.2,-205.8,0.49,-423.5
0.35,0.0,2,0.5,vol_climax,146,7.3,0.329,-208.2,-205.8,0.49,-423.5
0.55,0.0,4,0.0,vol_climax,71,3.5,0.239,-151.8,-149.2,0.34,-449.8
0.3,0.0,3,0.0,vol_climax,121,6.0,0.306,-204.8,-202.2,0.44,-465.9
0.2,0.0,3,0.0,vol_climax,121,6.0,0.306,-204.8,-202.2,0.44,-465.9
0.35,0.0,3,0.0,vol_climax,121,6.0,0.306,-204.8,-202.2,0.44,-465.9
0.25,0.0,3,0.0,vol_climax,121,6.0,0.306,-204.8,-202.2,0.44,-465.9
0.4,0.0,2,0.5,vol_climax,139,7.0,0.324,-217.5,-215.0,0.46,-470.5
0.4,0.0,2,0.0,vol_climax,155,7.8,0.323,-233.0,-236.0,0.48,-482.3
