id,ts_et,setup_name,direction,grade,score,spot,paradigm,greek_alignment,vix,overvix,outcome_result,outcome_pnl,outcome_max_profit,outcome_max_loss,outcome_elapsed_min,outcome_first_event,outcome_target_level,outcome_stop_level
760,2026-03-13 09:48:24.018498,Skew Charm,short,B,55.0,6729.5,GEX-LIS,-1,24.82,,WIN,6.4,10.88,2.16,6,target,6726.62,6749.5
761,2026-03-13 09:54:33.954586,Skew Charm,long,B,55.0,6727.34,GEX-LIS,3,24.95,,LOSS,-20.0,-0.53,-23.05,13,stop,,6707.34
767,2026-03-13 10:25:23.837895,Skew Charm,long,A,73.0,6696.47,BofA-LIS,3,25.78,,WIN,8.0,13.95,-3.01,10,target,6702.42,6676.47
771,2026-03-13 10:59:53.624750,Skew Charm,long,A,68.0,6664.26,BofA-LIS,3,26.84,,WIN,7.8,13.56,-8.58,20,target,6669.82,6644.26
775,2026-03-13 11:34:27.476697,Skew Charm,long,A,68.0,6658.4,BofA-LIS,3,27.15,,LOSS,-20.0,1.46,-21.42,135,stop,,6638.4
778,2026-03-13 11:58:30.924890,Skew Charm,long,A,68.0,6643.51,BofA-LIS,3,27.49,,WIN,8.6,15.19,-0.49,15,target,6650.7,6623.51
781,2026-03-13 12:30:01.019665,Skew Charm,long,B,58.0,6652.7,BofA-LIS,3,27.11,,LOSS,-20.0,6.81,-21.35,80,stop,,6632.7
786,2026-03-13 12:45:21.138873,Skew Charm,long,B,58.0,6646.82,BofA-LIS,3,27.25,,WIN,6.6,11.25,-3.37,11,target,6650.07,6626.82
789,2026-03-13 12:59:15.157626,Skew Charm,long,B,58.0,6645.19,BofA-LIS,3,27.28,,WIN,8.2,14.32,-2.37,23,target,6651.51,6625.19
795,2026-03-13 13:32:15.365711,Skew Charm,long,C,43.0,6651.78,BOFA-MESSY,3,27.07,,LOSS,-20.0,0.19,-20.43,18,stop,,6631.78
800,2026-03-13 14:06:15.666125,Skew Charm,long,C,38.0,6641.01,BOFA-PURE,3,27.4,,WIN,8.8,15.56,-5.66,56,target,6648.57,6621.01
805,2026-03-13 14:35:44.703143,Skew Charm,long,C,41.0,6649.58,BOFA-PURE,3,27.09,,LOSS,-20.0,6.99,-20.29,63,stop,,6629.58
808,2026-03-13 15:07:15.265705,Skew Charm,long,C,36.0,6643.34,BOFA-PURE,3,27.45,,EXPIRED,-10.5,5.18,-19.42,49,timeout,,6623.34
812,2026-03-13 15:23:19.005883,Skew Charm,short,C,36.0,6636.44,BOFA-PURE,-1,27.48,,WIN,7.3,12.52,-3.04,33,target,6631.9199,6656.44
813,2026-03-16 09:46:04.353703,Skew Charm,short,A,70.0,6713.44,BOFA-PURE,-1,24.22,,WIN,14.5,27.01,-9.43,66,target,6694.43,6733.44
814,2026-03-16 09:56:36.219017,Skew Charm,long,A,70.0,6706.6,BOFA-PURE,3,24.38,,WIN,9.1,16.27,3.18,17,target,6714.8701,6686.6
819,2026-03-16 10:27:37.199388,Skew Charm,short,A,70.0,6718.14,BOFA-PURE,-1,23.76,,WIN,16.9,31.71,-1.92,24,target,6694.43,6738.14
820,2026-03-16 10:34:11.182984,Skew Charm,long,A,70.0,6704.11,BOFA-PURE,3,24.23,,WIN,6.5,10.91,-17.68,76,target,6707.02,6684.11
822,2026-03-16 11:04:37.115603,Skew Charm,long,A+,85.0,6700.6,AG-PURE,3,24.12,,WIN,8.2,14.42,-3.72,46,target,6707.02,6680.6
828,2026-03-16 11:35:07.247340,Skew Charm,long,A+,85.0,6713.7,AG-PURE,3,23.5,,LOSS,-20.0,1.32,-20.53,30,stop,,6693.7
831,2026-03-16 12:06:06.618108,Skew Charm,long,B,60.0,6692.98,BOFA-PURE,3,24.35,,WIN,7.3,12.67,-10.89,98,target,6697.65,6672.98
835,2026-03-16 12:40:38.267436,Skew Charm,long,B,55.0,6689.07,BOFA-PURE,3,24.58,,WIN,9.3,16.58,2.41,63,target,6697.65,6669.07
837,2026-03-16 13:10:38.555548,Skew Charm,long,B,60.0,6700.57,BOFA-PURE,3,24.22,,WIN,6.7,11.47,-6.79,113,target,6704.04,6680.57
838,2026-03-16 13:14:37.645104,Skew Charm,short,B,60.0,6703.75,BOFA-PURE,-1,24.07,,LOSS,-20.0,9.97,-26.04,116,stop,,6723.75
842,2026-03-16 13:42:06.253676,Skew Charm,long,B,60.0,6699.06,BOFA-PURE,3,24.13,,WIN,7.5,12.98,-5.28,82,target,6704.04,6679.06
845,2026-03-16 14:07:55.442455,Skew Charm,long,B,55.0,6704.8,BOFA-PURE,3,23.84,,WIN,13.5,24.99,-2.18,63,target,6721.79,6684.8
848,2026-03-16 14:21:09.168058,Skew Charm,short,B,55.0,6707.68,BOFA-PURE,-1,23.66,,LOSS,-20.0,5.06,-22.11,49,stop,,6727.68
851,2026-03-16 14:52:39.609796,Skew Charm,short,C,43.0,6709.18,BOFA-PURE,-1,23.61,,LOSS,-20.0,6.56,-20.61,18,stop,,6729.18
853,2026-03-16 15:09:09.498187,Skew Charm,long,C,48.0,6705.41,BOFA-PURE,3,23.78,,WIN,13.2,24.38,4.74,1,target,6721.79,6685.41
855,2026-03-16 15:40:39.483169,Skew Charm,long,LOG,30.0,6700.0,BOFA-PURE,3,23.99,,EXPIRED,-0.7,-0.17,-6.28,16,timeout,,6680.0
856,2026-03-17 09:45:34.126957,Skew Charm,short,A+,85.0,6746.34,GEX-MESSY,-1,22.19,,WIN,10.8,19.58,-7.96,35,target,6734.76,6766.34
859,2026-03-17 10:18:12.059856,Skew Charm,long,A+,85.0,6726.76,SIDIAL-MESSY,3,22.59,,WIN,9.3,16.69,3.12,46,target,6735.45,6706.76
861,2026-03-17 10:25:36.133591,Skew Charm,short,A+,85.0,6731.09,AG-PURE,-1,22.51,,WIN,10.0,17.9,-12.36,79,target,6721.1899,6751.09
867,2026-03-17 10:57:08.203038,Skew Charm,short,A+,93.0,6742.59,SIDIAL-MESSY,-1,21.95,,WIN,9.0,16.07,0.75,21,target,6734.52,6762.59
869,2026-03-17 11:10:41.516390,Skew Charm,long,A+,85.0,6726.52,SIDIAL-MESSY,3,22.37,,EXPIRED,-11.8,7.69,-12.58,286,timeout,,6706.52
873,2026-03-17 11:41:06.270947,Skew Charm,long,A+,85.0,6717.75,AG-PURE,3,23.03,,WIN,7.8,13.7,-3.74,163,target,6723.45,6697.75
879,2026-03-17 12:12:37.232182,Skew Charm,long,C,40.0,6719.05,AG-LIS,3,22.84,,WIN,7.2,12.4,-1.76,131,target,6723.45,6699.05
884,2026-03-17 12:43:11.028441,Skew Charm,long,A,70.0,6718.74,AG-PURE,3,22.73,,WIN,7.4,12.71,0.21,101,target,6723.45,6698.74
887,2026-03-17 13:04:10.787102,Skew Charm,long,C,40.0,6726.7,AG-LIS,3,22.47,,EXPIRED,-11.9,4.75,-11.95,173,timeout,,6706.7
895,2026-03-17 14:05:55.928411,Skew Charm,long,C,40.0,6727.56,AG-LIS,3,22.15,-1.89,EXPIRED,-12.8,3.89,-12.81,111,timeout,,6707.56
900,2026-03-17 14:37:55.774974,Skew Charm,long,C,38.0,6719.09,BOFA-PURE,1,22.43,-1.75,EXPIRED,-4.3,4.97,-4.34,79,timeout,,6699.09
902,2026-03-17 15:08:55.923210,Skew Charm,long,C,38.0,6718.19,BOFA-PURE,1,22.43,-1.8,EXPIRED,-3.4,5.87,-3.44,48,timeout,,6698.19
904,2026-03-17 15:16:59.029477,Skew Charm,short,B,53.0,6723.48,BOFA-PURE,1,22.26,-1.87,EXPIRED,8.7,8.73,-0.58,40,timeout,,6743.48
905,2026-03-17 15:39:26.037090,Skew Charm,long,LOG,30.0,6718.75,BOFA-PURE,1,22.46,-1.77,EXPIRED,-4.0,1.91,-4.0,17,timeout,,6698.75
907,2026-03-18 09:48:40.570242,Skew Charm,short,A+,85.0,6701.98,AG-TARGET,-1,22.82,-2.1,WIN,6.2,10.32,-0.87,19,target,6699.66,6721.98
910,2026-03-18 10:15:45.866318,Skew Charm,long,A+,85.0,6684.5,SIDIAL-EXTREME,3,23.09,-2.1,LOSS,-20.0,4.19,-20.64,176,stop,,6664.5
911,2026-03-18 10:22:43.310742,Skew Charm,short,A+,85.0,6685.45,AG-TARGET,-1,23.16,-2.13,WIN,10.1,18.13,1.73,10,target,6675.3198,6705.45
914,2026-03-18 10:46:13.235217,Skew Charm,long,A+,85.0,6671.99,AG-TARGET,3,23.67,-2.01,WIN,7.9,13.79,-5.47,16,target,6677.78,6651.99
917,2026-03-18 10:59:46.775737,Skew Charm,short,A+,85.0,6678.52,AG-TARGET,-1,23.28,-2.14,WIN,6.1,10.24,-10.17,113,target,6676.28,6698.52
920,2026-03-18 11:32:43.059094,Skew Charm,short,A+,85.0,6680.42,AG-TARGET,-1,23.32,-2.15,WIN,7.1,12.14,-4.73,80,target,6676.28,6700.42
922,2026-03-18 12:08:13.572498,Skew Charm,short,A,75.0,6677.58,AG-TARGET,-1,23.37,-2.18,WIN,8.4,14.72,-5.98,87,target,6670.8599,6697.58
924,2026-03-18 12:36:44.799336,Skew Charm,long,A,75.0,6670.19,AG-TARGET,3,23.58,-2.07,WIN,6.1,10.14,0.24,24,target,6672.33,6650.19
926,2026-03-18 12:44:43.556769,Skew Charm,short,A,75.0,6674.83,SIDIAL-EXTREME,-1,23.45,-2.12,WIN,7.0,11.97,-5.5,50,target,6670.8599,6694.83
928,2026-03-18 13:12:42.536654,Skew Charm,long,A,75.0,6664.84,AG-TARGET,3,23.74,-1.96,WIN,9.3,16.65,-1.55,58,target,6673.49,6644.84
929,2026-03-18 13:23:14.066740,Skew Charm,short,A,75.0,6668.23,AG-PURE,-1,23.66,-1.96,WIN,7.6,13.14,-13.26,73,target,6663.0898,6688.23
931,2026-03-18 13:55:43.679602,Skew Charm,short,A,75.0,6672.44,SIDIAL-EXTREME,-1,23.43,-2.04,WIN,9.7,17.35,-9.05,40,target,6663.0898,6692.44
934,2026-03-18 14:21:33.273074,Skew Charm,short,A,70.0,6667.05,SIDIAL-EXTREME,-1,23.45,-2.03,WIN,7.0,11.96,-3.62,14,target,6663.0898,6687.05
936,2026-03-18 14:36:01.681042,Skew Charm,long,LOG,33.0,6659.01,AG-LIS,3,23.69,-1.94,LOSS,-20.0,8.08,-20.41,45,stop,,6639.01
944,2026-03-18 15:07:10.668447,Skew Charm,short,C,38.0,6654.76,GEX-LIS,-1,23.64,-2.0,WIN,18.7,29.64,1.9,50,target,6633.1201,6674.76
947,2026-03-18 15:16:02.188151,Skew Charm,long,LOG,33.0,6647.34,GEX-LIS,3,23.85,-1.91,LOSS,-20.0,1.42,-20.44,28,stop,,6627.34
952,2026-03-19 09:46:09.847392,Skew Charm,short,C,43.0,6579.4,GEX-LIS,-1,26.61,-0.97,LOSS,-20.0,4.85,-23.16,25,stop,,6599.4
956,2026-03-19 10:20:39.877994,Skew Charm,short,A,73.0,6586.91,GEX-PURE,-1,25.84,-1.13,WIN,9.1,16.26,2.88,11,target,6578.65,6606.91
959,2026-03-19 10:38:08.604800,Skew Charm,short,A,73.0,6591.21,GEX-PURE,-1,25.61,-1.2,WIN,6.4,10.81,0.68,13,target,6588.4,6611.21
961,2026-03-19 11:07:15.019212,Skew Charm,short,A+,85.0,6604.69,GEX-PURE,-1,24.96,-1.44,WIN,6.1,10.25,-0.24,10,target,6602.44,6624.69
966,2026-03-19 11:39:45.071265,Skew Charm,short,C,48.0,6575.4,GEX-LIS,-1,25.8,-1.11,LOSS,-20.0,4.24,-20.87,24,stop,,6595.4
971,2026-03-19 12:11:53.200166,Skew Charm,short,B,53.0,6589.07,BOFA-PURE,-1,25.16,-1.3,WIN,12.8,23.58,-4.77,67,target,6573.49,6609.07
973,2026-03-19 12:27:25.075497,Skew Charm,long,B,53.0,6585.7,BOFA-PURE,3,25.26,-1.22,LOSS,-20.0,8.14,-20.0,42,stop,,6565.7
975,2026-03-19 12:43:24.475864,Skew Charm,short,B,60.0,6590.18,BOFA-PURE,-1,24.91,-1.32,WIN,13.3,24.69,0.05,35,target,6573.49,6610.18
978,2026-03-19 12:57:26.180907,Skew Charm,long,B,53.0,6580.17,BOFA-PURE,3,25.28,-1.17,WIN,7.2,12.48,-14.68,91,target,6584.65,6560.17
980,2026-03-19 13:34:24.468324,Skew Charm,long,C,48.0,6575.85,BOFA-PURE,3,25.43,-1.08,WIN,9.4,16.8,-5.51,54,target,6584.65,6555.85
982,2026-03-19 14:05:24.404709,Skew Charm,long,C,38.0,6575.98,BOFA-PURE,3,25.08,-1.17,WIN,9.3,16.67,0.8,23,target,6584.65,6555.98
983,2026-03-19 14:16:24.541028,Skew Charm,short,B,55.0,6591.65,BOFA-PURE,-1,24.55,-1.39,WIN,10.6,19.27,0.98,40,target,6580.38,6611.65
986,2026-03-19 14:38:25.368286,Skew Charm,long,C,38.0,6576.02,BOFA-PURE,3,24.96,-1.22,WIN,31.4,60.72,-3.64,29,target,6628.7402,6556.02
988,2026-03-19 15:03:25.226105,Skew Charm,short,C,38.0,6608.78,BOFA-PURE,-1,23.94,-1.58,LOSS,-20.0,1.43,-23.98,3,stop,,6628.78
992,2026-03-19 15:35:55.098363,Skew Charm,short,LOG,30.0,6602.9,BOFA-PURE,-1,24.32,-1.36,EXPIRED,-5.0,1.13,-9.95,21,timeout,,6622.9
995,2026-03-20 09:45:42.488134,Skew Charm,short,C,45.0,6591.02,GEX-LIS,-1,24.71,-1.21,WIN,20.5,38.98,-0.77,20,target,6560.04,6605.02
999,2026-03-20 10:24:42.315273,Skew Charm,short,C,43.0,6546.79,GEX-LIS,-1,26.5,-0.49,LOSS,-14.0,8.34,-15.08,59,stop,,6560.79
1001,2026-03-20 10:55:42.384267,Skew Charm,short,C,38.0,6542.21,GEX-LIS,-1,26.35,-0.57,LOSS,-14.0,-1.73,-14.81,18,stop,,6556.21
1005,2026-03-20 11:27:13.904283,Skew Charm,short,C,38.0,6544.64,GEX-LIS,-1,25.92,-0.74,LOSS,-14.0,1.37,-14.12,33,stop,,6558.64
1009,2026-03-20 11:57:44.205200,Skew Charm,short,C,38.0,6556.32,GEX-LIS,-1,25.42,-0.92,WIN,6.0,10.08,-8.37,58,target,6554.24,6570.32
1012,2026-03-20 12:28:42.483010,Skew Charm,short,C,43.0,6557.88,BOFA-PURE,-1,25.41,-0.88,WIN,6.8,11.64,0.08,27,target,6554.24,6571.88
1015,2026-03-20 12:59:12.267597,Skew Charm,short,C,43.0,6556.08,BOFA-PURE,-1,25.36,-0.96,WIN,12.5,23.02,-1.17,41,target,6541.0601,6570.08
1017,2026-03-20 13:30:42.410425,Skew Charm,short,LOG,28.0,6548.59,GEX-LIS,-1,25.78,-0.79,WIN,8.8,15.53,0.03,9,target,6541.0601,6562.59
1020,2026-03-20 14:02:12.620337,Skew Charm,short,LOG,23.0,6538.58,GEX-LIS,-1,26.13,-0.59,WIN,13.6,25.11,1.09,26,target,6521.4702,6552.58
1028,2026-03-20 14:40:56.072188,Skew Charm,long,LOG,11.0,6510.23,GEX-LIS,3,27.62,0.16,LOSS,-14.0,1.78,-14.32,43,stop,,6496.23
1030,2026-03-20 15:07:18.304640,Skew Charm,long,LOG,16.0,6505.14,GEX-LIS,3,28.13,0.32,LOSS,-14.0,0.85,-15.49,26,stop,,6491.14
1035,2026-03-20 15:44:19.057370,Skew Charm,long,C,38.0,6490.25,BofA-LIS,1,28.54,0.26,WIN,13.2,17.83,-4.73,12,target,6500.08,6476.25
1038,2026-03-23 09:45:35.456862,Skew Charm,short,A,70.0,6604.94,BOFA-MESSY,1,24.73,-0.66,LOSS,-14.0,3.63,-14.74,5,stop,,6618.94
1043,2026-03-23 10:16:05.097152,Skew Charm,short,B,59.0,6632.43,AG-LIS,1,24.22,-0.81,LOSS,-14.0,1.9,-14.16,7,stop,,6646.43
1046,2026-03-23 10:28:34.893522,Skew Charm,long,B,55.0,6634.36,AG-LIS,1,24.14,-0.76,WIN,9.6,17.26,-6.55,49,target,6643.6201,6620.36
1076,2026-03-23 12:26:49.617491,Skew Charm,short,A,75.0,6579.56,SIDIAL-EXTREME,-1,26.41,0.07,WIN,7.4,12.73,2.06,7,target,6574.83,6593.56
1082,2026-03-23 12:47:57.276367,Skew Charm,long,C,38.0,6587.81,AG-LIS,3,25.9,-0.17,LOSS,-14.0,2.04,-15.16,32,stop,,6573.81
1095,2026-03-23 13:23:52.317788,Skew Charm,long,A,68.0,6573.64,AG-TARGET,3,26.12,-0.2,WIN,17.5,33.01,0.0,19,target,6598.65,6559.64
1105,2026-03-23 14:14:51.426167,Skew Charm,long,B,55.0,6603.59,AG-PURE,1,25.18,-0.51,WIN,9.6,17.21,-5.53,27,target,6612.8,6589.59
1118,2026-03-23 14:56:25.103548,Skew Charm,long,C,41.0,6614.36,AG-PURE,1,25.29,-0.32,LOSS,-14.0,1.14,-14.24,27,stop,,6600.36
1122,2026-03-23 15:06:29.687492,Skew Charm,long,B,50.0,6613.14,AG-PURE,1,25.39,-0.31,LOSS,-14.0,-1.12,-15.3,20,stop,,6599.14
1133,2026-03-23 15:29:24.570215,Skew Charm,long,B,53.0,6600.96,AG-PURE,1,25.73,-0.14,LOSS,-14.0,4.24,-14.15,26,stop,,6586.96
1141,2026-03-24 09:45:02.107979,Skew Charm,short,A,78.0,6534.11,AG-TARGET,-1,27.65,0.58,LOSS,-14.0,7.55,-14.87,20,stop,,6548.11
1150,2026-03-24 10:23:45.804987,Skew Charm,short,A,78.0,6547.52,AG-TARGET,-1,26.79,0.33,LOSS,-14.0,0.0,-30.0,40,stop,,6561.52
1169,2026-03-24 11:49:54.685505,Skew Charm,long,A,68.0,6590.56,AG-PURE,3,25.81,-0.06,LOSS,-14.0,3.71,-18.01,24,stop,,6576.56
1172,2026-03-24 12:36:40.664083,Skew Charm,long,B,62.0,6575.3,AG-PURE,3,26.43,0.15,LOSS,-14.0,6.99,-15.06,28,stop,,6561.3
1176,2026-03-24 13:06:41.037500,Skew Charm,long,A,65.0,6559.31,AG-PURE,3,26.99,0.35,WIN,15.9,29.85,-8.23,95,target,6581.16,6545.31
1179,2026-03-24 13:43:11.599049,Skew Charm,long,B,60.0,6552.75,AG-PURE,3,27.3,0.51,WIN,8.7,15.39,-1.67,34,target,6560.14,6538.75
1185,2026-03-24 14:23:53.584452,Skew Charm,long,B,52.0,6565.56,AG-PURE,3,26.77,0.25,WIN,12.8,23.6,-0.56,18,target,6581.16,6551.56
1191,2026-03-24 14:55:23.806298,Skew Charm,long,C,48.0,6577.75,AG-PURE,3,26.59,0.26,LOSS,-14.0,4.06,-14.23,40,stop,,6563.75
1194,2026-03-24 15:26:24.573510,Skew Charm,long,B,53.0,6575.17,AG-PURE,3,26.58,0.26,LOSS,-14.0,-0.68,-14.79,19,stop,,6561.17
1196,2026-03-25 09:50:21.239809,Skew Charm,long,A+,85.0,6603.76,SIDIAL-MESSY,3,25.8,-0.07,LOSS,-14.0,-2.3,-14.26,9,stop,,6589.76
1202,2026-03-25 10:20:51.293861,Skew Charm,long,A+,82.0,6606.65,SIDIAL-MESSY,3,25.26,-0.33,WIN,6.1,10.2,-0.98,46,target,6608.85,6592.65
1206,2026-03-25 10:57:46.108817,Skew Charm,long,A+,82.0,6613.35,SIDIAL-MESSY,3,25.05,-0.46,LOSS,-14.0,2.23,-15.09,12,stop,,6599.35
1213,2026-03-25 11:37:45.734244,Skew Charm,long,A,68.0,6598.93,AG-TARGET,3,25.66,-0.18,WIN,10.0,18.0,-11.56,130,target,6608.93,6584.93
1219,2026-03-25 12:08:45.640229,Skew Charm,long,A,65.0,6590.22,AG-PURE,3,26.02,-0.02,WIN,10.0,17.95,-2.04,42,target,6600.17,6576.22
1226,2026-03-25 12:46:45.304936,Skew Charm,long,B,58.0,6604.36,AG-PURE,3,25.54,-0.18,WIN,7.3,12.57,-8.28,61,target,6608.93,6590.36
1228,2026-03-25 13:17:15.470987,Skew Charm,long,B,53.0,6596.48,AG-PURE,3,25.56,-0.2,WIN,11.2,20.45,-0.16,31,target,6608.93,6582.48
1233,2026-03-25 13:49:15.112956,Skew Charm,long,B,57.0,6608.7,AG-PURE,3,25.23,-0.36,LOSS,-14.0,3.15,-17.64,66,stop,,6594.7
1241,2026-03-25 14:28:45.004494,Skew Charm,long,B,52.0,6600.43,AG-PURE,3,25.31,-0.38,LOSS,-14.0,2.66,-15.93,27,stop,,6586.43
1246,2026-03-25 14:59:01.075108,Skew Charm,long,C,41.0,6591.72,AG-PURE,3,25.46,-0.31,EXPIRED,-1.2,5.96,-9.14,58,timeout,,6577.72
1249,2026-03-25 15:31:15.291666,Skew Charm,long,C,38.0,6589.33,AG-PURE,3,25.55,-0.16,EXPIRED,1.2,4.01,-5.42,25,timeout,,6575.33
1252,2026-03-26 09:49:21.492530,Skew Charm,short,A+,82.0,6560.76,BofA-LIS,-1,26.56,0.3,WIN,76.74,84.74,-9.77,244,10pt,6550.76,6574.76
1256,2026-03-26 10:19:22.130255,Skew Charm,short,B,52.0,6568.41,AG-LIS,-1,26.3,0.2,WIN,84.39,92.39,0.0,214,10pt,6558.41,6582.41
1279,2026-03-26 14:04:51.987241,Skew Charm,short,B,53.0,6497.26,BofA-LIS,-1,28.15,0.79,WIN,13.24,21.24,-0.31,67,10pt,6487.26,6511.26
1288,2026-03-26 15:17:59.436470,Skew Charm,short,B,50.0,6491.41,BofA-LIS,1,27.93,0.61,WIN,7.39,15.39,0.0,14,10pt,6481.41,6505.41
